,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ブルーブロディ,牡2,56.0,北村宏,伊坂,492(0),美浦,2023103835,01043,アジアエクスプレス  ,ガラシア  ,シンボリクリスエス  ,-1.1859846054250063,10
1,1,2,ハクサンレイホウ,牡2,56.0,武藤,武藤,486(0),美浦,2023105694,01169,ハクサンムーン  ,ヒシアメジスト  ,ゴールドアリュール  ,-1.8033985632364218,13
2,2,3,メビウスロマンス,牝2,55.0,嶋田,矢嶋,464(0),美浦,2023101477,01134,ニューイヤーズデイ  ,セレンディップ  ,ダイワメジャー  ,-0.8462263137216837,4
3,2,4,イケイケルノワール,牡2,53.0,▲上里,松山,484(0),美浦,2023106244,01217,メイショウボーラー  ,グレイトフルレガロ  ,ステイゴールド  ,-0.710914237149033,2
4,3,5,メリティス,牝2,55.0,吉田豊,嘉藤,484(0),美浦,2023106369,00733,パイロ  Pyro(米)  ,テイストオブハニー  ,オルフェーヴル  ,-0.48290525084251373,1
5,3,6,ダイバーシティ,牡2,56.0,内田博,金成,578(0),美浦,2023100921,00422,アメリカンペイトリオット  ,サイズミックレディ  ,サクラバクシンオー  ,-0.766921473207034,3
6,4,7,タガノアルテミス,牝2,55.0,菅原明,西園翔,440(0),栗東,2023104329,01179,サンダースノー  Thunder Snow(愛)  ,バーンアウル  ,コマンズ  Commands(豪)  ,-0.9875089230566217,6
7,4,8,ワイドシャッフエン,牝2,53.0,◇今村,秋山,440(0),栗東,2023102188,01193,アポロケンタッキー  ,エイミーフレイバー  ,キングカメハメハ  ,-1.7172918415981273,12
8,5,9,クロリン,牡2,56.0,柴田大,畠山,428(0),美浦,2023102284,01009,ルヴァンスレーヴ  ,クロエチャン  ,スパイキュール  ,-0.986583920726562,5
9,5,10,シャトーベスト,牡2,56.0,原田和,蛯名利,522(0),美浦,2023106374,01143,アメリカンペイトリオット  ,ユリカチャン  ,ゴールドアリュール  ,-1.8795915859040175,16
10,6,11,ギルドホール,牡2,56.0,プーシャン,嘉藤,444(0),美浦,2023107033,05678,レイデオロ  ,シャンデリアハウス  ,ヴァーミリアン  ,-1.1746080619040633,9
11,6,12,タイキプレジール,牡2,56.0,石橋脩,矢野,490(0),美浦,2023102182,01077,ダノンプレミアム  ,ピアレジーナ  ,タイキシャトル  ,-1.6635831519469408,11
12,7,13,ビルバンテ,牡2,56.0,横山和,蛯名正,488(0),美浦,2023103552,01140,マインドユアビスケッツ  Mind Your Biscuits(米)  ,マイレリーフ  ,ルーラーシップ  ,-1.8214336250542515,14
13,7,14,ジーナグレイス,牝2,52.0,▲遠藤,田中勝,432(0),美浦,2023107385,01218,キセキ  ,ジーナスイート  ,ステイゴールド  ,-1.8359745836325299,15
14,8,15,ヘイスティハート,牡2,56.0,石川,小笠,488(0),美浦,2023104708,01150,フォーウィールドライブ  Four Wheel Drive(米)  ,ビップコルベット  ,シニスターミニスター  Sinister Minister(米)  ,-0.990872711866575,7
15,8,16,リリーサンライズ,牝2,55.0,戸崎圭,矢作,462(0),栗東,2023103592,05386,ニューイヤーズデイ  ,レイクキャリー  ,ダイワメジャー  ,-1.1383199894885079,8
