,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ポペット,牝2,55.0,横山典,高橋康,418(+6),栗東,2023103980,00660,サトノクラウン  ,プティシュシュ  ,エピファネイア  ,-3.349733417453356,12
1,2,2,フェスティバルヒル,牝2,55.0,Ｃデムーロ,四位,448(-2),栗東,2023107265,05473,サートゥルナーリア  ,ミュージアムヒル  ,ハーツクライ  ,-0.655709328344681,5
2,3,3,ナオミライトニング,牝2,55.0,北村友,矢作,460(0),栗東,2023101847,01102,ビッグアーサー  ,ナオミエキスプレス  ,リアルインパクト  ,-0.4510972933227292,3
3,4,4,マーブルパレス,牝2,55.0,酒井,西園正,418(0),栗東,2023105203,01034,アドマイヤマーズ  ,マーブルサニー  ,クロフネ  ,2.2608914921444474,2
4,5,5,ブラックチャリス,牝2,55.0,浜中,武幸,452(+16),栗東,2023107008,01115,キタサンブラック  ,ゴールドチャリス  ,トゥザワールド  ,-0.9284631613790701,6
5,5,6,ベレーバスク,牝2,55.0,丹内,清水英,458(+8),美浦,2023106477,01091,ベンバトル  Benbatl(英)  ,マイネサヴァラン  ,マンハッタンカフェ  ,2.5319437921958645,1
6,6,7,メイショウハッケイ,牝2,55.0,武豊,本田,458(0),栗東,2023105035,00666,ダイワメジャー  ,メイショウヒサカタ  ,シニスターミニスター  Sinister Minister(米)  ,-1.4551037582250015,8
7,6,8,ショウナンカリス,牝2,55.0,池添,加藤士,418(+10),美浦,2023105347,01032,リアルスティール  ,ロシアンサモワール  ,American Pharoah  (米)  ,-1.356020862194383,7
8,7,9,メイプルハッピー,牝2,55.0,亀田,北出,488(-10),栗東,2023106375,01176,サトノクラウン  ,レナーナ  ,スクリーンヒーロー  ,-1.570461355855827,9
9,7,10,フルールジェンヌ,牝2,55.0,田口,鈴木孝,460(0),栗東,2023103247,01208,ミッキーアイル  ,ホーマンピクシー  ,キングカメハメハ  ,-0.6289384712008649,4
10,8,11,アンヘリータス,牝2,55.0,西村淳,吉村,428(+10),栗東,2023109164,01171,ニューイヤーズデイ  ,ファッチョイオ  Faccio Io(英)  ,Bated Breath  ,-2.316775456079026,10
11,8,12,シラヌイ,牝2,55.0,吉村,高橋亮,450(-2),栗東,2023105668,01216,フィレンツェファイア  ,ミスティック  ,キンシャサノキセキ  ,-3.2940606576309817,11
