,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,マクアケ,牡2,56.0,鮫島駿,杉山佳,492(0),栗東,2023100452,01157,エスポワールシチー  ,ツクバエルドラド  ,El Corredor  ,-4.039515810500412,9
1,2,2,ナムラオットー,牡2,56.0,富田,荒川,450(-18),栗東,2023106232,01168,アニマルキングダム  Animal Kingdom(米)  ,ナムラユメ  ,ゼンノロブロイ  ,-3.4783375492170383,5
2,3,3,セイウンダイフク,牡2,56.0,池添,宮本,436(+8),栗東,2023104705,01032,サンダースノー  Thunder Snow(愛)  ,ニシノマメフク  ,スペシャルウィーク  ,-3.8224104139152355,7
3,4,4,カッタッパ,牡2,56.0,川田,森秀,480(-4),栗東,2023107534,01088,Speightstown  (米)  ,Smuggler's Moon  ,Gun Runner  (米)  ,-5.114135458145422,12
4,4,5,アダマント,牡2,56.0,小沢,高橋一,448(+2),栗東,2023107442,01185,タワーオブロンドン  ,ケージーホマレ  ,ダンスインザダーク  ,-3.712262370601409,6
5,5,6,ビップアリス,牝2,55.0,西村淳,松下,428(+2),栗東,2023106975,01171,インディチャンプ  ,クラシックリディア  ,ハービンジャー  Harbinger(英)  ,-5.223437581480901,13
6,5,7,リアルアルバ,牡2,56.0,田口,大橋,462(0),栗東,2023101065,01208,マテラスカイ  ,サンコロネット  ,スペシャルウィーク  ,-4.096353825345586,10
7,6,8,クリコファルコン,牡2,53.0,▲川端,谷,446(0),栗東,2023101610,01195,アジアエクスプレス  ,モエレエターナル  ,ゴールドヘイロー  ,-2.1536934032907964,3
8,6,9,アウェイクネス,牝2,52.0,▲古川奈,矢作,442(+14),栗東,2023110027,01190,Frankel  ,Waldjagd  ,Observatory  ,-0.0513198333599725,1
9,7,10,モンスエ,牡2,56.0,丹内,高橋一,512(-8),栗東,2023107536,01091,McKinzie  (米)  ,Fashion World  ,Dubawi  ,-2.408979435370949,4
10,7,11,ラッキーバック,牡2,56.0,Ｃデムーロ,西村,516(+4),栗東,2023100126,05473,タワーオブロンドン  ,ショレアドルチェ  ,ドゥラメンテ  ,-1.324406939958305,2
11,8,12,メイショウテリオス,牡2,55.0,☆吉村,高橋亮,492(-6),栗東,2023102241,01216,ミスターメロディ  ,メイショウサワヤカ  ,メイショウサムソン  ,-3.8849141661887607,8
12,8,13,モノノケ,牝2,52.0,▲田山,宮地,466(+2),栗東,2023100695,01220,マテラスカイ  ,ツインエンジェルズ  ,ハーツクライ  ,-4.8695126741295915,11
