,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ドリームキャリー,牝2,52.0,▲田山,新谷,462(0),栗東,2023100063,01220,シニスターミニスター  Sinister Minister(米)  ,コウエイダリア  ,ジャングルポケット  ,-2.1043973899138253,11
1,1,2,ヘヴンリースカイ,牝2,55.0,木幡初,竹内,486(0),美浦,2023106515,01153,タリスマニック  Talismanic(英)  ,ヘヴンリーブライド  ,ロードカナロア  ,-1.0118072805982492,7
2,2,3,マカロンブルー,牝2,55.0,田口,佐藤悠,460(0),栗東,2023104965,01208,シニスターミニスター  Sinister Minister(米)  ,アスターストーリー  ,ゴールドアリュール  ,-0.9755404246114066,6
3,2,4,セレナブリーズ,牝2,55.0,横山典,秋山,452(0),栗東,2023103660,00660,ナダル  Nadal(米)  ,ティックルゴールド  ,ステイゴールド  ,-0.09194329657990583,3
4,3,5,ブリオーニ,牡2,55.0,☆吉村,牧田,514(0),栗東,2023104537,01216,ミスターメロディ  ,アンシェリゼ  Une Cherise(米)  ,Curlin  (米)  ,-2.4648921269210287,15
5,3,6,タイセイゼスティ,牡2,56.0,浜中,奥村豊,504(0),栗東,2023100969,01115,デクラレーションオブウォー  ,リンネ  ,ワイルドラッシュ  Wild Rush(米)  ,-0.3200865117962253,4
6,4,7,ロードエルドラド,牡2,56.0,中井,坂口,504(0),栗東,2023105722,01141,ハービンジャー  Harbinger(英)  ,ラバーズケープ  ,ダイワメジャー  ,-1.8728076449767017,9
7,4,8,イッタレイッタレ,牡2,56.0,岩田望,寺島,474(0),栗東,2023105058,01174,ルヴァンスレーヴ  ,ティアドーロ  ,ハーツクライ  ,1.2181240202145698,1
8,5,9,スズカローズキング,牡2,56.0,北村友,佐々木,468(0),栗東,2023104930,01102,スズカコーズウェイ  ,スズカローラン  ,サンデーサイレンス  Sunday Silence(米)  ,-0.6529709320838971,5
9,5,10,テイエムサンレーヴ,牡2,56.0,団野,河嶋,512(0),栗東,2023102576,01180,ルヴァンスレーヴ  ,サンジョアン  ,ルーラーシップ  ,-2.0672380701225967,10
10,6,11,ワンストローク,牝2,55.0,松若,宮本,508(0),栗東,2023102106,01154,ヴァンゴッホ  ,メジャーシャルマン  ,ダイワメジャー  ,-3.461454243190463,16
11,6,12,メイショウタイザン,牡2,56.0,秋山稔,高橋忠,452(0),栗東,2023106570,01181,ミッキーアイル  ,メイショウタラチネ  ,メイショウボーラー  ,-1.5710221131311466,8
12,7,13,ルヴレアール,牡2,56.0,角田和,角田,470(0),栗東,2023106319,01186,リアルスティール  ,ラカリフォルニー  ,Dutch Art  (英)  ,-2.12631978264337,12
13,7,14,ローゾフィア,牝2,55.0,藤岡佑,宮本,438(0),栗東,2023104384,01093,シニスターミニスター  Sinister Minister(米)  ,キエレ  ,Distorted Humor  (米)  ,-2.3644367959642496,13
14,8,15,ラジャブルック,牡2,56.0,Ｃデムーロ,高野,476(0),栗東,2023107314,05473,ナダル  Nadal(米)  ,リャスナ  ,ディープインパクト  ,-2.369314573666058,14
15,8,16,クレマチス,牝2,55.0,鮫島駿,杉山佳,506(0),栗東,2023104393,01157,ラニ  ,ジャルダンスクレ  ,Medaglia d'Oro  ,0.012724717370499797,2
