,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,エシェックオロワ,牡3,57.0,田口,千田,478(+6),栗東,2023103755,01208,ミッキーアイル,ウィズエモーション,クロフネ,-1.341369525335337,13
1,1,2,ブロンテス,牡3,57.0,古川吉,大根田,482(+14),栗東,2023104752,01015,ミスチヴィアスアレックス,バーニングハート,ストラヴィンスキー,-1.1568045202195099,11
2,2,3,ジャレッド,牡3,57.0,酒井,秋山,474(-10),栗東,2023107538,01034,Yaupon,Buy Me a Rose,Violence,-1.4316936929794855,14
3,2,4,ベルフラム,牝3,55.0,横山和,高橋一,418(0),栗東,2023106107,01140,リアルスティール,ブレイジング,パイロ,-1.7655486219637695,16
4,3,5,ケブランリ,牡3,57.0,丸山,加藤士,492(-8),美浦,2023107382,01127,ゴールドドリーム,カロンセギュール,Forest Camp,-0.04736972455986764,3
5,3,6,メイショウリュウシ,牡3,57.0,角田和,角田,440(-10),栗東,2023105037,01186,リオンディーズ,メイショウミハル,ダイワメジャー,-0.7879130412076361,8
6,4,7,オプティモ,牡3,57.0,松山,緒方,484(-2),栗東,2023104805,01126,タワーオブロンドン,タイキエイワン,フサイチコンコルド,-1.4928089062422036,15
7,4,8,ハグレジョー,牡3,57.0,菱田,岡田,496(+6),栗東,2023104275,01144,エスポワールシチー,ハナブショウ,ヘニーヒューズ,-0.27966995819722384,5
8,5,9,ベネサルート,牡3,57.0,北村友,渡辺,518(+12),栗東,2023106833,01102,リオンディーズ,アッラサルーテ,ダイワメジャー,-1.278916706473451,12
9,5,10,ハンザキ,牝3,55.0,丹内,高橋忠,448(+2),栗東,2023101004,01091,ハクサンムーン,ミッキーアップル,クロフネ,-0.4502113248768982,6
10,6,11,ヒルノプーリア,牝3,55.0,秋山稔,北出,502(+4),栗東,2023106388,01181,ミスチヴィアスアレックス,ヒルノケアンズ,ハーツクライ,0.051090320786196027,2
11,6,12,エブリデイ,牡3,57.0,藤懸,北出,508(0),栗東,2023102902,01138,フォーウィールドライブ,コハルビヨリ,マンハッタンカフェ,-0.6728789024921243,7
12,7,13,ジョアン,牝3,55.0,吉田隼,中村,456(+2),栗東,2023107211,01095,アルバート,プリームス,フジキセキ,-0.19093407062486945,4
13,7,14,エレガントファラオ,牝3,52.0,▲川端,佐藤悠,430(-4),栗東,2023107526,01195,American Pharoah,Tap That App,Tapit,-0.972653692834377,10
14,8,15,スターオブロンドン,牡3,57.0,坂井,矢作,476(-2),栗東,2023105545,01163,タワーオブロンドン,ナイトオブスターズ,Sea The Stars Sea the Stars,-0.8933185221144251,9
15,8,16,カフジクロミエ,牝3,55.0,幸,中竹,458(-2),栗東,2023110034,00732,Omaha Beach,Song of Solomon,Unbridled's Song,0.19708167860016626,1
