,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アドマイヤテラ,牡4,56.0,武豊,友道,栗東,2021105369,00666,レイデオロ ,アドマイヤミヤビ ,ハーツクライ ,2.271658409225151,1
1,2,2,シルブロン,牡7,57.0,モレイラ,稲垣,美浦,2018101348,05509,トーセンジョーダン ,グレイシアブルー ,サンデーサイレンス Sunday Silence(米) ,-1.5462686414078146,10
2,3,3,ヴェローチェエラ,牡4,56.0,川田,須貝,栗東,2021105399,01088,リアルスティール ,イプスウィッチ Ipswich(愛) ,Danehill Dancer (愛) ,-1.7912571774450483,11
3,4,4,ブレイヴロッカー,牡5,55.0,太宰,本田,栗東,2020102870,01037,ドゥラメンテ ,シティイメージ City Image(愛) ,Elusive City ,0.5091407913513588,7
4,5,5,ニシノレヴナント,セ5,55.0,池添,上原博,美浦,2020100254,01032,ネロ ,ニシノアモーレ ,コンデュイット Conduit(愛) ,1.5841554870661003,3
5,6,6,シーズンリッチ,牡5,55.0,北村友,久保田,美浦,2020103275,01102,ドゥラメンテ ,エバーシャルマン ,ハーツクライ ,0.24780298838338596,8
6,6,7,フライライクバード,セ8,57.0,坂井,福永,栗東,2017105109,01163,スクリーンヒーロー ,シングライクバード ,シンボリクリスエス ,1.0784099788332102,6
7,7,8,サスツルギ,牡5,55.0,鮫島駿,木村,美浦,2020103439,01157,ハーツクライ ,スノーパイン Snow Pine(英) ,Dalakhani ,1.3649693039779778,4
8,7,9,マイネルメモリー,牡5,55.0,和田竜,宮,栗東,2020105750,01018,ゴールドシップ ,コスモエンドレス ,スターオブコジーン Star of Cozzene(米) ,1.8165576255077254,2
9,8,10,ダンディズム,セ9,57.0,岩田望,野中,栗東,2016102175,01174,マンハッタンカフェ ,ビューティーコンテスト Beauty Contest(愛) ,シングスピール Singspiel(愛) ,1.1152615014248488,5
10,8,11,フォワードアゲン,セ8,53.0,西塚,加藤和,美浦,2017102537,01200,ローズキングダム ,エーシンシャイナー ,グラスワンダー ,0.11617111616243857,9
