,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,サイモンオリーブ,牝5,56.0,三浦,梅田,栗東,2020102640,01122,ダイワメジャー ,オリジナルスピンII Original Spin(米) ,Distorted Humor (米) ,-2.487320960710357,14
1,1,2,ルミナスフラックス,セ6,55.0,▲鷲頭,堀内,美浦,2019105142,01202,ドレフォン Drefong(米) ,カンデラ ,ダイワメジャー ,-2.679478226238361,15
2,2,3,グッドヴァイブス,牡4,58.0,佐々木,高柳瑞,美浦,2021101521,01197,シュヴァルグラン ,インドリヤ Indriya(米) ,Stormy Atlantic ,-1.7163058191946556,10
3,2,4,レグザゴン,牝4,56.0,斎藤,斎藤誠,美浦,2021103513,01178,アドマイヤムーン ,ツーデイズノーチス ,ヘクタープロテクター Hector Protector(米) ,-2.018852467986384,11
4,3,5,ケイエイト,牡5,55.0,▲柴田裕,羽月,栗東,2020103673,01212,ルーラーシップ ,ラベンダーカラー ,サクラバクシンオー ,-1.2947199625698698,8
5,3,6,ホーリーブライト,牝4,53.0,▲石田,竹内,美浦,2021102458,01203,マクフィ Makfi(英) ,ラブリランテ ,ディープブリランテ ,-0.680439135328716,5
6,4,7,ミッキースピナッチ,牡5,57.0,☆高杉,東田,栗東,2020101649,01213,ミッキーアイル ,ミッキーオリーブ ,クロフネ ,-1.0919236377871975,6
7,4,8,ダイチラファール,牡6,54.0,★小林美,粕谷,美浦,2019102469,01206,ホッコータルマエ ,スープリムシチー ,ネオユニヴァース ,-1.5052244668715569,9
8,5,9,ユニヴェールアン,牝4,56.0,杉原,中川,美浦,2021102617,01135,サトノダイヤモンド ,ヘヴンリーブライド ,ロードカナロア ,-2.298651630541512,12
9,5,10,ブリングライト,牡5,58.0,菊沢,土田,美浦,2020100617,01161,バトルプラン Battle Plan(米) ,ティンタジェル ,キングカメハメハ ,-1.2322423026101004,7
10,6,11,マサノヒーロー,牡4,58.0,荻野琢,大竹,美浦,2021101800,01112,マインドユアビスケッツ Mind Your Biscuits(米) ,マサノヒロイン ,ゴールドヘイロー ,0.6789773284100398,3
11,6,12,プレアデスグループ,牝4,56.0,丹内,吉岡,栗東,2021104839,01091,サトノアラジン ,オリヒメ ,マジェスティックウォリアー Majestic Warrior(米) ,-2.4173222080050056,13
12,7,13,ニシノクラウン,セ4,57.0,☆横山琉,相沢,美浦,2021100187,01192,リーチザクラウン ,ニシノテンカラット ,オルフェーヴル ,-4.8206555392585635,16
13,7,14,カフジヴィオレッタ,牝7,56.0,菱田,森田,栗東,2018105386,01144,ブラックタイド ,ローエキスキーズ ,Oasis Dream (英) ,-0.5171560787929055,4
14,8,15,エコロブレス,牡4,58.0,角田和,笹田,栗東,2021105180,01186,パドトロワ ,ピュアコンチェルト ,キンシャサノキセキ ,1.767975075745381,1
15,8,16,ヨドノゴールド,牡7,58.0,丸山,西園翔,栗東,2018103293,01127,サウスヴィグラス ,クイーンマルサ ,ステイゴールド ,0.6952643304173105,2
