,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,チンプンカンプン,牡3,57.0,柴田大,奥平,美浦,2022106465,01009,ホークビル Hawkbill(米) ,ヨシノファルコン ,ビービーガルダン ,-0.9606022798090881,7
1,2,2,ロンパイア,牡3,57.0,シュタルケ,尾関,美浦,2022103708,05115,レッドファルクス ,ゼロカラノキセキ ,キンシャサノキセキ ,-0.7259085773764978,6
2,3,3,シマサンブラック,牡3,57.0,菅原明,蛯名正,美浦,2022103642,01179,キタサンブラック ,ローズカリーナ ,ハービンジャー Harbinger(英) ,0.07433259524451773,3
3,4,4,ランニングホット,牝3,52.0,▲土田,田村,美浦,2022100402,01198,パイロ Pyro(米) ,リリカルドーン ,Dawn Approach (愛) ,-0.14878670625555734,5
4,5,5,リバースザトレンド,牝3,55.0,横山和,中舘,美浦,2022105859,01140,ブリックスアンドモルタル Bricks and Mortar(米) ,リバースシンキング ,ディープブリランテ ,0.732711513778745,2
5,6,6,ニューファウンド,セ3,57.0,石川,相沢,美浦,2022104643,01150,ニューイヤーズデイ ,イルーシヴゴールド ,ステイゴールド ,1.5305908406426787,1
6,7,7,コスモコンフェルマ,牡3,54.0,▲長浜,鈴木慎,美浦,2022100526,01214,ホッコータルマエ ,ソリッドリーズン ,ジャングルポケット ,-1.004984569593845,8
7,7,8,シャイニーシップ,牡3,57.0,吉田豊,畠山,美浦,2022101937,00733,ルーラーシップ ,ナリタカサブランカ ,ディープインパクト ,-2.3389359151937934,10
8,8,9,キョウエイタイコ,牝3,55.0,原,勢司,美浦,2022107156,01184,モーニン ,タイコ ,ヴィクトワールピサ ,-0.06895648240817633,4
9,8,10,フジレイメイ,牡3,57.0,松岡,小笠,美浦,2022100306,01085,サンダースノー Thunder Snow(愛) ,リアライズノユメ ,アフリート Afleet(加) ,-1.141261611413094,9
