,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ゲインサポート,セ5,60.0,中村,秋山,454(-4),栗東,2021104590,01101,デクラレーションオブウォー,ローザミスティカ,アグネスタキオン
1,2,2,エコロデュエル,牡7,62.0,草野,岩戸,480(0),美浦,2019101614,01113,キタサンブラック,クラリネット,Giant's Causeway
2,3,3,ヘザルフェン,牡5,60.0,森一,昆,514(+2),栗東,2021110022,01139,Golden Horn,Entertainment,Halling
3,4,4,レッドファーロ,牡7,60.0,小野寺祐太,松永幹,524(-2),栗東,2019104983,01123,ハーツクライ,プラヤデシエルタ,Orpen
4,5,5,ポリトナリティー,牝5,58.0,五十嵐,和田雄,418(-14),美浦,2021100016,01069,エイシンヒカリ,ポリリズム,バチアー
5,6,6,メイショウアツイタ,牡8,60.0,難波,高橋忠,506(-4),栗東,2018105731,01066,フェノーメノ,ロジカルクィーン,Deputy Minister
6,7,7,ゴールドブリーズ,牡8,60.0,石神深,深山,510(-2),美浦,2018102196,01059,トゥザワールド,ゴールドジャパン,スターリングローズ
7,7,8,マイネルメサイア,牡7,60.0,上野,水野,482(-8),美浦,2019100788,01087,ゴールドシップ,マイネソルシエール,ロージズインメイ
8,8,9,ディナースタ,牡7,60.0,高田,辻野,480(-10),栗東,2019101507,01046,ドゥラメンテ,ラヴァリーノ,Unbridled's Song
9,8,10,ネビーイーム,牡8,60.0,小牧加,中竹,544(+14),栗東,2018103677,01196,キズナ,ヴェルヴェットクイーン,シングスピール
