,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ティブロン,牡3,57.0,横山琉,矢嶋,534(0),美浦,2023105139,01192,リオンディーズ,ナイアガラモンロー,アドマイヤムーン,-1.9297957323517065,12
1,1,2,オーパパ,牡3,57.0,斎藤,斎藤誠,484(+2),美浦,2023103915,01178,アメリカンペイトリオット,アンシャンテ,エピファネイア,-0.38553352255739176,3
2,2,3,セイントクーヤ,牡3,57.0,原,黒岩,492(0),美浦,2023103175,01184,St Mark's Basilica,メソスフェリック,Le Havre,-0.9929134968059463,7
3,2,4,ナイトバード,牡3,57.0,三浦,田村,438(0),美浦,2023103429,01122,キズナ,シングフォーユー,ジャスタウェイ,-0.08208488581257416,2
4,3,5,ハイランダー,牡3,57.0,丹内,萩原,472(-2),美浦,2023103504,01091,スワーヴリチャード,パンズラビリンス,メイショウサムソン,-2.0283256190072136,15
5,3,6,パワポケグッド,牡3,57.0,小林凌,大和田,430(0),美浦,2023106198,01177,インカンテーション,パワポケエリ,ローエングリン,-1.0816407962765244,9
6,4,7,コパノミラノ,牡3,57.0,柴田大,上原博,484(-10),美浦,2023101578,01009,コパノリッキー,テーオーキャンディ,エイシンフラッシュ,-2.0271753789033977,14
7,4,8,イナズマダイモン,牡3,57.0,ルメール,宮田,510(-8),美浦,2023107158,05339,クリソベリル,パリスビキニ,Bernardini,1.2151686643430115,1
8,5,9,タマモブレイキン,牡3,54.0,▲佐藤,伊藤圭,500(-12),美浦,2023103252,01207,ブリックスアンドモルタル,タマモボレロ,ハーツクライ,-1.0147370135951326,8
9,5,10,ガイストゼーゲン,牡3,57.0,江田照,高木,512(0),美浦,2023101658,00689,リオンディーズ,ホワイトフーガ,クロフネ,-1.1155754364958037,10
10,6,11,アオハルブルース,牡3,57.0,田辺,栗田,522(+18),美浦,2023102313,01075,ゴールドドリーム,ニジノムコウ,Flatter,-0.5266632853048668,4
11,6,12,ララムーティエ,牝3,55.0,小林脩,青木,436(+6),美浦,2023103209,01183,ノーブルミッション,ハイフィールド,マーベラスサンデー,-0.7566827340348068,6
12,7,13,メディチパワー,牡3,57.0,木幡巧,中川,476(+2),美浦,2023100419,01162,フィレンツェファイア,トレミエール,ハーツクライ,-0.5466312965641913,5
13,7,14,ルージュノヴァ,牝3,53.0,△長浜,萱野,474(-4),美浦,2023106174,01214,アメリカンペイトリオット,バンボッシュ,Tapit,-1.7223294615981761,11
14,8,15,レプレセンタル,牡3,57.0,荻野極,池上,496(0),美浦,2023103624,01160,ジャスタウェイ,サクレディーヴァ,クロフネ,-3.698824077405773,16
15,8,16,ベンガルボダイジュ,牡3,54.0,▲遠藤,杉浦,430(-3),美浦,2023103450,01218,ルーラーシップ,ステラプラド,ハーツクライ,-1.9827146614011062,13
