,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ラストシャリナ,牡4,58.0,石川,矢嶋,488(-12),美浦,2022100418,1150,アルアイン,ラピーダシャリナ,Vicar,-0.21066500022641302,11,-0.40428702400913824,11,,
1,1,2,タイセイルヴァン,牡4,58.0,黛,新開,510(+10),美浦,2022103859,1109,ルヴァンスレーヴ,コウエイラブリー,エンパイアメーカー,-0.6544288841397962,14,-0.6362781646325731,14,,
2,2,3,スミレファースト,牝5,56.0,佐々木,加藤征,452(+2),美浦,2021105619,1197,ニューイヤーズデイ,スミレ,ダイワメジャー,1.1594634458742363,1,0.311989519743002,1,,
3,2,4,オトメナシャチョウ,牝4,56.0,横山武史,森秀,484(-14),栗東,2022110088,1170,Speightstown,Mylady Curlin,Curlin,-0.20848687407928285,10,-0.4031483419585884,10,,
4,3,5,ガーネットウインク,牝4,56.0,田辺,小西,486(0),美浦,2022100417,1075,エポカドーロ,モダンハート,ヴィクトワールピサ,-0.5521451909347239,13,-0.5828062361724063,13,,
5,3,6,エスシーレベッカ,牝4,53.0,▲上里,加藤士,462(-8),美浦,2022100304,1217,パイロ,リアライズキボンヌ,アフリート,0.7730788506644911,3,0.1099951569490954,3,,
6,4,7,キョウエイカンフ,牡6,58.0,横山和,勢司,526(-2),美浦,2020100363,1140,アジアエクスプレス,クラシカルレディ,キングズベスト,0.1969973197326012,7,-0.19116907992933796,7,,
7,4,8,アルジェンタージョ,牝5,53.0,▲佐藤,伊藤圭,464(-4),美浦,2021103706,1207,レッドファルクス,アイシークレット,ゴールドアリュール,-0.9034697287756964,15,-0.7664718818395893,15,,
8,5,9,ビーマックス,牡4,58.0,三浦,藤野,492(-20),栗東,2022100729,1122,サトノアラジン,タマモカトルズ,サウスヴィグラス,0.5003049277291335,6,-0.03260575269693198,6,,
9,5,10,カラヴァジェスティ,牡4,58.0,戸崎圭,奥村武,474(-2),美浦,2022110006,5386,カラヴァッジオ,トナフトゥ,Sir Prancealot,0.6017864160600648,4,0.02044679863383786,4,,
10,6,11,ジョヴィアン,牡6,58.0,丸山,井上,510(-6),栗東,2020110127,1127,Justify,Runway Doll,マジェスティックウォリアー,-0.012528566014371832,8,-0.3007051440089994,8,,
11,6,12,ビッグドリーム,牡5,58.0,ルメール,西園正,538(+2),栗東,2021100899,5339,ビッグアーサー,アンナペレンナ,Tale of Ekati,0.5348167714245228,5,-0.014563631032353712,5,,
12,7,13,タッカージーティー,牝4,56.0,横山典,鈴木伸,480(+2),美浦,2022106261,660,ヘニーヒューズ,シャワーブーケ,ゴールドアリュール,1.0237597465671961,2,0.24104626110863153,2,,
13,7,14,アスゴッド,牡4,58.0,荻野極,矢作,504(-4),栗東,2022103704,1160,モズアスコット,ゴッドフロアー,ハーツクライ,-0.13438132045182855,9,-0.3644073976506468,9,,
14,8,15,アグラード,牡5,58.0,津村,高柳瑞,468(+2),美浦,2021105429,1092,ニューイヤーズデイ,ヴィータアレグリア,ネオユニヴァース,-0.5169925760461196,12,-0.56442913177178,12,,
15,8,16,アベベ,牡5,56.0,△長浜,根本,494(+6),美浦,2021109113,1214,コパノリッキー,ジョウノボレロ,ブライアンズタイム,-1.6296303891061696,16,-1.1460945730336631,16,,
