,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ヴィラフランカ,牝3,52.0,▲古川奈,前川,442(+8),栗東,2023110074,1190,Audible,Lemoncita,Lemon Drop Kid,-0.5264284260750346,13,-0.9128908189855894,13,,
1,1,2,イクヒロ,牡3,57.0,西塚,小椋,478(+12),栗東,2023102290,1200,アルアイン,ルアス,タイキシャトル,-1.4676948952061653,16,-1.5819812982972659,16,,
2,2,3,トーアアグネス,牝3,52.0,▲和田陽,羽月,408(-12),栗東,2023103849,1223,ノーブルミッション,トーアティアレ,ゴールドアリュール,-1.6727032471722418,18,-1.7277095707666952,18,,
3,2,4,ミスターマーボー,牡3,57.0,菊沢,青木,452(0),美浦,2023100831,1161,シュヴァルグラン,ハタノサンドリヨン,ヨハネスブルグ,-0.5412835456347501,14,-0.9234504419960822,14,,
4,3,5,オレンジキャンパス,牝3,55.0,武藤,武藤,468(0),美浦,2023104392,1169,ヴァンゴッホ,シャンパンルージュ,ファスリエフ,-0.512241818610825,12,-0.902806401555107,12,,
5,3,6,ゴッドアイ,牝3,55.0,鮫島駿,橋口,422(-6),栗東,2023105352,1157,コントレイル,ジェルミナーレ,アドマイヤムーン,1.4372238569226576,2,0.48295306828811685,2,,
6,4,7,アカウフリューゲル,牝3,55.0,小沢,清水久,496(-10),栗東,2023105438,1185,キタサンブラック,ラヴバインド,ショウナンカンプ,-1.062609256732754,15,-1.2940299551896726,15,,
7,4,8,プルヴォワール,牝3,55.0,吉田隼,竹内,442(0),美浦,2023110075,1095,Dabirsim,Almahroosa,Green Tune,-0.1115103653782997,11,-0.6179501903632669,11,,
8,5,9,セイカユウヒ,牡3,57.0,横山琉,南田,414(0),美浦,2023104140,1192,グレーターロンドン,セイカハルカゼ,グラスワンダー,-0.03937792508136061,9,-0.5666755188063901,9,,
9,5,10,ラヴリーティアラ,牝3,52.0,▲田山,須貝,418(0),栗東,2023107290,1220,サトノクラウン,ラヴアンドドラゴン,ディープインパクト,0.5418133490798646,5,-0.15354112917997764,5,,
10,6,11,ペプチドブッドレア,牝3,55.0,丹内,吉村,470(-12),栗東,2023105720,1091,イスラボニータ,ペプチドセマム,エンパイアメーカー,0.3905816843125376,6,-0.2610427457622388,6,,
11,6,12,プラヤデルカルメン,牝3,52.0,▲舟山,杉山晴,432(0),栗東,2023101136,1221,ロードカナロア,チャレアーダ,ディープインパクト,1.0721666390374325,4,0.22345555413945956,4,,
12,7,13,シュタルク,牡3,57.0,小崎,河嶋,486(+2),栗東,2023106662,1152,タワーオブロンドン,シュトルツ,キズナ,-0.07099878974766494,10,-0.5891529151544797,10,,
13,7,14,サンアイディール,牝3,55.0,中井,宮本,384(0),栗東,2023100846,1141,マクフィ,ヒカリトップメモリ,ハービンジャー,0.1909222037550197,7,-0.402968822942769,7,,
14,7,15,ロイヤルスパイア,牡3,57.0,斎藤,栗田,458(-4),美浦,2023101112,1178,タワーオブロンドン,エンクリプション,ストーミングホーム,1.1852347304035817,3,0.3038289509702924,3,,
15,8,16,フトゥーロスフィダ,牡3,54.0,▲橋木,宮,488(+4),栗東,2023109036,1215,タワーオブロンドン,ミライヘノノゾミ,ジャスタウェイ,-1.5812711799820138,17,-1.6627159396674827,17,,
16,8,17,ロングジーニアス,牝3,55.0,松若,高橋亮,402(-6),栗東,2023103159,1154,ベンバトル,ジニアスミノル,ディープインパクト,1.5580925471604963,1,0.5688714479788988,1,,
17,8,18,モズヴイ,牡3,54.0,▲小林美,藤岡,464(0),栗東,2023105739,1206,モズアスコット,モズデコレーション,デクラレーションオブウォー,0.048724141389096864,8,-0.5040489876207187,8,,
