,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202004020302,1,5,9,フォティノース,牝2,54.0,福永祐一,0:1:34.1,,2.2,1.0,428,[西] 杉山晴紀,芝,1600,曇,稍重,2020年08月01日,未勝利,2018104643,01014,5-5,33.4
202004020302,2,2,4,キャロライナリーパ,牝2,53.0,岩田望来,0:1:34.1,ハナ,17.9,6.0,450,[西] 寺島良,芝,1600,曇,稍重,2020年08月01日,未勝利,2018105102,01174,4-4,33.5
202004020302,3,4,7,ドナウエレン,牝2,54.0,川田将雅,0:1:34.8,4,7.2,3.0,456,[西] 高野友和,芝,1600,曇,稍重,2020年08月01日,未勝利,2018105163,01088,2-2,34.3
202004020302,4,8,17,アルムファーツリー,牝2,54.0,西村淳也,0:1:35.1,1.3/4,10.3,5.0,446,[西] 川村禎彦,芝,1600,曇,稍重,2020年08月01日,未勝利,2018101964,01171,7-7,34.4
202004020302,5,7,13,セイウンロミオ,牡2,54.0,内田博幸,0:1:35.4,1.3/4,21.8,7.0,512,[東] 田村康仁,芝,1600,曇,稍重,2020年08月01日,未勝利,2018103194,00422,10-10,34.4
202004020302,6,2,3,クレマチステソーロ,牝2,52.0,菅原明良,0:1:35.4,クビ,48.0,9.0,452,[東] 高木登,芝,1600,曇,稍重,2020年08月01日,未勝利,2018102791,01179,1-1,35.0
202004020302,7,4,8,ヤマノグリッターズ,牡2,54.0,嘉藤貴行,0:1:35.5,1/2,74.6,10.0,482,[東] 田中清隆,芝,1600,曇,稍重,2020年08月01日,未勝利,2018103204,01051,7-7,34.6
202004020302,8,1,2,ジョウショーキウン,牡2,54.0,川須栄彦,0:1:35.6,1/2,207.7,12.0,406,[西] 服部利之,芝,1600,曇,稍重,2020年08月01日,未勝利,2018102104,01128,7-7,34.6
202004020302,9,3,5,ゴールドベレー,牡2,54.0,北村宏司,0:1:35.6,クビ,5.5,2.0,444,[東] 青木孝文,芝,1600,曇,稍重,2020年08月01日,未勝利,2018102198,01043,11-12,34.6
202004020302,10,6,12,マイネルニルソン,牡2,54.0,柴田大知,0:1:35.9,1.1/2,7.4,4.0,452,[西] 飯田雄三,芝,1600,曇,稍重,2020年08月01日,未勝利,2018100103,01009,2-2,35.4
202004020302,11,5,10,インペリアルツアー,牡2,54.0,吉田豊,0:1:35.9,クビ,368.1,16.0,442,[東] 加藤和宏,芝,1600,曇,稍重,2020年08月01日,未勝利,2018101729,00733,14-16,34.4
202004020302,12,7,14,トーホウスザク,牡2,54.0,松若風馬,0:1:36.0,1/2,25.7,8.0,478,[西] 谷潔,芝,1600,曇,稍重,2020年08月01日,未勝利,2018100621,01154,5-5,35.4
202004020302,13,1,1,ブレスロガール,牝2,54.0,江田照男,0:1:36.4,2.1/2,209.6,13.0,444,[東] 菊川正達,芝,1600,曇,稍重,2020年08月01日,未勝利,2018104047,00689,13-14,35.2
202004020302,14,6,11,クリノキコウシ,牡2,54.0,鮫島克駿,0:1:36.5,3/4,180.3,11.0,432,[西] 高橋義忠,芝,1600,曇,稍重,2020年08月01日,未勝利,2018104147,01157,14-12,35.3
202004020302,15,3,6,ヴォスペランツァ,牡2,53.0,菊沢一樹,0:1:36.6,クビ,335.8,15.0,456,[西] 加用正,芝,1600,曇,稍重,2020年08月01日,未勝利,2018100783,01161,17-17,35.0
202004020302,16,8,16,マイネルキュリアス,牡2,54.0,宮崎北斗,0:1:36.6,ハナ,228.3,14.0,480,[東] 菊川正達,芝,1600,曇,稍重,2020年08月01日,未勝利,2018102138,01118,11-10,35.7
202004020302,17,8,15,エクスカリバー,牡2,51.0,小林凌大,0:1:37.6,6,397.2,17.0,438,[東] 大江原哲,芝,1600,曇,稍重,2020年08月01日,未勝利,2018101372,01177,14-14,36.3
