race_type,course_len,ground_state,class,体重帯,1着,2着,3着,着外
ダート,1000,不良,1勝クラス,420,0,0,0,1
ダート,1000,不良,1勝クラス,430,0,0,0,1
ダート,1000,不良,1勝クラス,440,0,0,0,2
ダート,1000,不良,1勝クラス,450,1,1,1,2
ダート,1000,不良,1勝クラス,460,0,1,0,3
ダート,1000,不良,1勝クラス,470,0,0,0,2
ダート,1000,不良,1勝クラス,480,0,0,0,4
ダート,1000,不良,1勝クラス,490,0,0,1,1
ダート,1000,不良,1勝クラス,510,0,0,0,2
ダート,1000,不良,1勝クラス,520,1,0,0,0
ダート,1000,不良,all,400,0,0,0,2
ダート,1000,不良,all,410,0,0,0,1
ダート,1000,不良,all,420,0,0,1,4
ダート,1000,不良,all,430,0,0,0,2
ダート,1000,不良,all,440,0,0,0,5
ダート,1000,不良,all,450,1,2,1,5
ダート,1000,不良,all,460,0,2,1,6
ダート,1000,不良,all,470,1,0,1,5
ダート,1000,不良,all,480,1,1,0,5
ダート,1000,不良,all,490,0,0,1,2
ダート,1000,不良,all,500,0,0,0,1
ダート,1000,不良,all,510,0,0,0,2
ダート,1000,不良,all,520,2,0,0,1
ダート,1000,不良,新馬,400,0,0,0,1
ダート,1000,不良,新馬,410,0,0,0,1
ダート,1000,不良,新馬,450,0,1,0,0
ダート,1000,不良,新馬,460,0,0,1,1
ダート,1000,不良,新馬,470,0,0,0,1
ダート,1000,不良,新馬,480,1,0,0,1
ダート,1000,不良,未勝利,400,0,0,0,1
ダート,1000,不良,未勝利,420,0,0,1,3
ダート,1000,不良,未勝利,430,0,0,0,1
ダート,1000,不良,未勝利,440,0,0,0,3
ダート,1000,不良,未勝利,450,0,0,0,3
ダート,1000,不良,未勝利,460,0,1,0,2
ダート,1000,不良,未勝利,470,1,0,1,2
ダート,1000,不良,未勝利,480,0,1,0,0
ダート,1000,不良,未勝利,490,0,0,0,1
ダート,1000,不良,未勝利,500,0,0,0,1
ダート,1000,不良,未勝利,520,1,0,0,1
ダート,1000,全,1勝クラス,390,0,0,0,1
ダート,1000,全,1勝クラス,400,0,0,0,2
ダート,1000,全,1勝クラス,410,0,3,1,4
ダート,1000,全,1勝クラス,420,0,2,0,11
ダート,1000,全,1勝クラス,430,6,4,1,36
ダート,1000,全,1勝クラス,440,5,3,6,42
ダート,1000,全,1勝クラス,450,4,3,4,52
ダート,1000,全,1勝クラス,460,12,5,6,57
ダート,1000,全,1勝クラス,470,5,6,7,59
ダート,1000,全,1勝クラス,480,4,4,7,46
ダート,1000,全,1勝クラス,490,5,12,5,56
ダート,1000,全,1勝クラス,500,2,6,8,26
ダート,1000,全,1勝クラス,510,3,1,4,21
ダート,1000,全,1勝クラス,520,2,0,2,9
ダート,1000,全,1勝クラス,530,0,1,0,5
ダート,1000,全,1勝クラス,540,1,0,0,4
ダート,1000,全,1勝クラス,550,2,1,0,0
ダート,1000,全,2勝クラス,420,0,0,0,1
ダート,1000,全,2勝クラス,430,1,1,0,3
ダート,1000,全,2勝クラス,440,0,2,0,9
ダート,1000,全,2勝クラス,450,1,0,1,7
ダート,1000,全,2勝クラス,460,4,1,1,5
ダート,1000,全,2勝クラス,470,0,2,1,9
ダート,1000,全,2勝クラス,480,0,0,1,9
ダート,1000,全,2勝クラス,490,1,0,2,8
ダート,1000,全,2勝クラス,500,0,2,1,6
ダート,1000,全,2勝クラス,510,0,0,1,4
ダート,1000,全,2勝クラス,520,1,0,0,1
ダート,1000,全,2勝クラス,530,0,0,0,1
ダート,1000,全,2勝クラス,540,0,0,0,1
ダート,1000,全,2勝クラス,550,0,0,0,2
ダート,1000,全,all,380,0,0,0,2
ダート,1000,全,all,390,0,0,0,8
ダート,1000,全,all,400,2,2,0,16
ダート,1000,全,all,410,0,5,1,39
ダート,1000,全,all,420,1,6,9,67
ダート,1000,全,all,430,15,14,9,105
ダート,1000,全,all,440,12,16,20,156
ダート,1000,全,all,450,15,17,14,155
ダート,1000,全,all,460,31,20,23,169
ダート,1000,全,all,470,23,16,18,155
ダート,1000,全,all,480,14,11,18,106
ダート,1000,全,all,490,12,19,8,96
ダート,1000,全,all,500,6,14,13,48
ダート,1000,全,all,510,6,2,8,35
ダート,1000,全,all,520,4,0,4,17
ダート,1000,全,all,530,1,2,0,7
ダート,1000,全,all,540,1,0,0,6
ダート,1000,全,all,550,2,1,0,3
ダート,1000,全,新馬,390,0,0,0,2
ダート,1000,全,新馬,400,0,0,0,3
ダート,1000,全,新馬,410,0,0,0,2
ダート,1000,全,新馬,420,1,1,2,7
ダート,1000,全,新馬,430,2,3,2,7
ダート,1000,全,新馬,440,2,1,3,10
ダート,1000,全,新馬,450,1,3,1,12
ダート,1000,全,新馬,460,2,3,3,10
ダート,1000,全,新馬,470,3,3,2,11
ダート,1000,全,新馬,480,3,0,1,9
ダート,1000,全,新馬,490,0,0,0,4
ダート,1000,全,新馬,510,0,0,0,1
ダート,1000,全,未勝利,380,0,0,0,2
ダート,1000,全,未勝利,390,0,0,0,5
ダート,1000,全,未勝利,400,2,2,0,11
ダート,1000,全,未勝利,410,0,2,0,33
ダート,1000,全,未勝利,420,0,3,7,48
ダート,1000,全,未勝利,430,6,6,6,59
ダート,1000,全,未勝利,440,5,10,11,95
ダート,1000,全,未勝利,450,9,11,8,84
ダート,1000,全,未勝利,460,13,11,13,97
ダート,1000,全,未勝利,470,15,5,8,76
ダート,1000,全,未勝利,480,7,7,9,42
ダート,1000,全,未勝利,490,6,7,1,28
ダート,1000,全,未勝利,500,4,6,4,16
ダート,1000,全,未勝利,510,3,1,3,9
ダート,1000,全,未勝利,520,1,0,2,7
ダート,1000,全,未勝利,530,1,1,0,1
ダート,1000,全,未勝利,540,0,0,0,1
ダート,1000,全,未勝利,550,0,0,0,1
ダート,1000,稍重,1勝クラス,410,0,0,1,1
ダート,1000,稍重,1勝クラス,420,0,0,0,3
ダート,1000,稍重,1勝クラス,430,1,0,0,7
ダート,1000,稍重,1勝クラス,440,1,1,3,9
ダート,1000,稍重,1勝クラス,450,0,0,0,11
