,式別,馬番,配当,人気
0,単勝,12,200,1
1,複勝,12,110,1
2,複勝,9,130,3
3,複勝,1,130,2
4,枠連,6-7,380,1
5,馬連,9-12,440,1
6,ワイド,9-12,200,1
7,ワイド,1-12,230,2
8,ワイド,1-9,380,3
9,馬単,12→9,630,1
10,3連複,1-9-12,640,1
11,3連単,12→9→1,1970,1
