,式別,馬番,配当,人気
0,単勝,4,1150,5
1,複勝,4,360,7
2,複勝,12,280,3
3,複勝,7,290,4
4,枠連,4-8,3910,15
5,馬連,4-12,8120,25
6,ワイド,4-12,2220,26
7,ワイド,4-7,1600,19
8,ワイド,7-12,1060,16
9,馬単,4→12,20420,58
10,3連複,4-7-12,24410,65
11,3連単,4→12→7,162830,382
