,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,セイルクルーズ,牝2,55.0,武藤,武藤,504(0),51.6,8,美浦,2024106889,01169,マインドユアビスケッツ,クリッパールート,シンボリクリスエス,-0.9217379221925831,9,-0.4543699658064926,11,-0.049668434244494054,5,-0.714084774380254,8,0.051480665135713,0.015397299372344875
1,2,2,ラルコ,牝2,55.0,田辺,中舘,472(0),4.5,2,美浦,2024103406,01075,ルーラーシップ,ナスカ,サンデーサイレンス,1.3620357550761257,2,0.003315147805129634,1,-0.06838807154367464,11,0.5101095637923064,3,0.17510759981998955,0.17655569946955457
2,3,3,ストロングボイス,牡2,55.0,丸山,手塚徳,428(0),20.8,7,美浦,2024104220,01127,グレーターロンドン,フラヴィニー,キンシャサノキセキ,-0.6646445007752839,7,-0.08307899247613862,6,-0.049668434244494054,5,-0.5486848683472996,7,0.060740227734971466,0.038197146519855556
3,4,4,カシノデスティニー,牝2,55.0,柴田大,和田雄,430(0),78.6,10,美浦,2024108169,01009,タニノフランケル,プロヴェルビオ,ステイゴールド,-0.8209680637407776,8,-0.06986002766191902,4,-0.049668434244494054,5,-0.4163302827315087,6,0.0693357602875096,0.010108150732989766
4,5,5,コッディ,牝2,55.0,三浦,田島,464(0),5.4,4,美浦,2024107079,01122,エフフォーリア,カズミドリーム,ディープスカイ,1.1982666908671398,3,-0.08307899247613862,6,-0.049668434244494054,5,0.5602512166767656,1,0.18411163654385096,0.14712974955796213
5,6,6,コスモコリウス,牡2,55.0,丹内,栗田,430(0),7.7,5,美浦,2024103620,01091,ベンバトル,フライングメリッサ,ダンスインザダーク,-0.07185626187666187,5,-0.062082811096807924,3,-0.049668434244494054,5,-0.4114374081707061,5,0.06967584277718483,0.10318190228740201
6,6,7,マイサマーガール,牝2,55.0,原,伊藤伸,450(0),56.5,9,美浦,2024100868,01184,ウインブライト,オークヒルハウス,ノヴェリスト,-1.0550315184070151,11,-0.1730901832327238,8,-0.049668434244494054,5,-1.0663875719441798,11,0.03619436723040973,0.01406195836483178
7,7,8,タンタトリス,牝2,55.0,横山武,矢嶋,426(0),11.0,6,美浦,2024105862,01170,サトノクラウン,サトノシャルマン,ディープインパクト,-0.26099708119167736,6,-0.02033363642396631,2,-0.049668434244494054,5,-0.310905872634278,4,0.07704465622064272,0.07222733160118142
8,7,9,サトノアニマ,牡2,55.0,川田,鹿戸,492(0),4.6,3,美浦,2024103912,01088,キタサンブラック,ゼフィランサス,キングヘイロー,1.4032222787142048,1,-0.20731159657470064,9,-0.049668434244494054,5,0.5600886267770131,2,0.18408170428472947,0.17271753208978166
9,8,10,ホウフクゼットウ,牡2,52.0,▲水沼,加藤和,500(0),82.2,11,美浦,2024104571,01201,アルアイン,ブルーグラスソング,ハービンジャー,-0.9713048045520045,10,-0.23287901936437272,10,-0.049668434244494054,5,-0.7228471406507068,9,0.05103154325076809,0.009665458000158096
10,8,11,スローブギ,牡2,55.0,ミシェル,和田勇,484(0),3.3,1,美浦,2024105964,05586,コントレイル,トロワゼトワル,ロードカナロア,0.803015428078532,4,-0.0751221951746985,5,-0.049668434244494054,5,-0.9369499927947353,10,0.04119599671423058,0.24075777200393805
