,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ポリトナリティー,牝5,58.0,江田勇,和田雄,432(+2),美浦,2021100016,01023,エイシンヒカリ,ポリリズム,バチアー
1,2,2,ゲインサポート,セ5,60.0,小牧加,斉藤崇,458(0),栗東,2021104590,01196,デクラレーションオブウォー,ローザミスティカ,アグネスタキオン
2,3,3,ナックエルドラド,牡4,57.0,▲水沼,小野,512(+12),美浦,2022106304,01201,マインドユアビスケッツ,エリンズハープ,ネオユニヴァース
3,4,4,メイショウウネビ,牡7,60.0,森一,本田,508(+10),栗東,2019104112,01139,メイショウサムソン,サーストンララア,キングカメハメハ
4,5,5,テイエムマジック,牡8,61.0,難波,鈴木孝,534(0),栗東,2018103005,01066,マジェスティックウォリアー,ハミングライフ,スペシャルウィーク
5,5,6,ジーククローネ,セ6,61.0,草野,宮田,458(+8),美浦,2020103537,01113,サトノクラウン,パーフェクトマッチ,サンデーサイレンス
6,6,7,コスモチプリア,牝6,58.0,伴,松永康,460(+4),美浦,2020105774,01149,ゴールドシップ,ホワイトウインド,スウェプトオーヴァーボード
7,6,8,トーアモルペウス,セ6,61.0,石神深,辻,496(+14),美浦,2020103173,01059,タリスマニック,トーアヒミコ,クロフネ
8,7,9,タイキフロリゼル,牡8,58.0,▲坂口,谷,478(+2),栗東,2018106474,01211,リオンディーズ,フロレンティナ,クロフネ
9,7,10,ヴィンテージボンド,牡7,60.0,小野寺,西園正,498(+2),栗東,2019105095,01123,キズナ,ヴィンテージドール,ホワイトマズル
10,8,11,エンデュミオン,牡9,59.0,▲鷲頭,清水久,482(+20),栗東,2017106153,01202,ヴィクトワールピサ,ヒラボクビジン,ブライアンズタイム
11,8,12,ダイスアローリング,牡5,60.0,上野,古賀,524(+6),美浦,2021104861,01087,サトノダイヤモンド,サンタエヴィータ,Smart Strike
