,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ミルフルール,牝5,56.0,斎藤,伊坂,486(+10),美浦,2021100614,1178,ホッコータルマエ,デイジーギャル,ブラックタイド,0.7995577380496666,4,-0.042737891702806036,4,,
1,2,2,タミゼ,牝5,56.0,和田陽,平田,476(+4),栗東,2021100650,1223,リオンディーズ,フレンチトースト,フレンチデピュティ,-1.1552940076991587,13,-0.33681189521968596,13,,
2,3,3,ハニーローリエ,牝4,56.0,丹内,小手川,474(-4),美浦,2022101604,1091,ルーラーシップ,トーホウハニー,ステイゴールド,-0.45090342405582023,11,-0.2308483819138521,11,,
3,3,4,アネモス,牝6,56.0,秋山稔,北出,502(0),栗東,2020104164,1181,ビッグアーサー,フェバリットガール,ダンスインザダーク,0.028217830378202295,8,-0.15877278550719434,8,,
4,4,5,リクエイ,牝4,56.0,長岡,竹内,430(+10),美浦,2022101398,1142,フォーウィールドライブ,カクシアジ,スウェプトオーヴァーボード,0.6452863157677078,5,-0.0659453880653092,5,,
5,4,6,ミッキーマカパ,牡4,58.0,舟山,田中博,528(+8),美浦,2022105737,1221,ロードカナロア,レディマカパ,Equiano,1.046285531612787,3,-0.005621915931354533,3,,
6,5,7,ララアヴリル,セ4,58.0,藤岡佑,斉藤崇,480(+6),栗東,2022110087,1093,Collected,She Is Bedazzling,Medaglia d'Oro,0.2228713670843907,6,-0.12949049084602993,6,,
7,5,8,ジョヴィアン,牡6,58.0,浜中,井上,516(0),栗東,2020110127,1115,Justify,Runway Doll,マジェスティックウォリアー,-1.5364903577615203,14,-0.3941563649640756,14,,
8,6,9,スノーサイレンス,牝4,56.0,鮫島駿,小栗,458(-6),栗東,2022101675,1157,サンダースノー,ハッシュ,コマンズ,-0.36636436659356525,10,-0.21813092692754277,10,,
9,6,10,フレッシュラン,牝4,56.0,吉田隼,尾形,478(+12),美浦,2022102995,1095,ホッコータルマエ,フレッシュスマイル,サウスヴィグラス,1.5399199596241453,2,0.06863693916328502,2,,
10,7,11,タイセイアレス,牡5,58.0,菊沢,西村,490(0),栗東,2021105333,1161,ベストウォーリア,ミアフィリア,ゴールドアリュール,-0.4890489909750095,12,-0.23658672990097784,12,,
11,7,12,パールフロント,牝4,56.0,川又,寺島,540(+8),栗東,2022102427,1166,デクラレーションオブウォー,マーキークラブ,クロフネ,2.0562270951934267,1,0.1463065152482122,1,,
12,8,13,ボルセーナ,牝4,56.0,小沢,奥村豊,456(-12),栗東,2022105600,1185,イスラボニータ,フーイズフー,Harlan's Holiday,0.11854000933462795,7,-0.14518535882389383,7,,
13,8,14,ペイシャヴァルツー,牝4,56.0,松本,吉田,434(-16),栗東,2022104216,1191,オーヴァルエース,ペイシャネガノ,サウスヴィグラス,-0.2106137053536887,9,-0.19470090436914828,9,,
