,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ゴールデンバランス,牡3,57.0,松山,杉山晴,520(+4),栗東,2023105367,1126,レイデオロ,ゴールデンフレアー,Medaglia d'Oro,-1.2017950105264998,10,-0.5478059569091258,10,,
1,2,2,プルメリアリノ,牝3,55.0,吉村,小栗,434(+4),栗東,2023102213,1216,ミスチヴィアスアレックス,プルメリアミコ,ケイムホーム,1.1477280794942757,3,0.2603715082791236,3,,
2,3,3,マメタンク,牡3,57.0,松若,東田,448(0),栗東,2023105591,1154,フィレンツェファイア,グラスルノン,フレンチデピュティ,0.7563875728426029,5,0.12576011414788416,5,,
3,4,4,ムテキシャチョウ,牡3,57.0,高倉,森秀,500(-4),栗東,2023107535,1130,Beau Liam,Mistress of Evil,Frosted,0.88796956522841,4,0.17102104455646372,4,,
4,5,5,ヒルノプーリア,牝3,55.0,秋山稔,北出,498(-2),栗東,2023106388,1181,ミスチヴィアスアレックス,ヒルノケアンズ,ハーツクライ,-0.4976776404792332,8,-0.30560710653954515,8,,
5,6,6,ソウルオンファイア,牝3,55.0,ハマーハン,野中,484(-6),栗東,2023105899,5676,パイロ,スピリットレイク,Invincible Spirit,1.6319663116491305,2,0.42693740783224915,2,,
6,6,7,アスクケンタッキー,牡3,57.0,田口,藤原,470(-8),栗東,2023110100,1208,Good Magic,Entirely,Point of Entry,-0.20834472348793182,7,-0.2060837843629223,7,,
7,7,8,ワイズギャング,牝3,55.0,鮫島良,河嶋,444(-2),栗東,2023102208,1099,ミスチヴィアスアレックス,レディギャング,クロフネ,0.38999071582574524,6,-0.0002712853367691642,6,,
8,7,9,ペルセポネ,牝3,55.0,幸,渡辺,474(-6),栗東,2023104596,732,ナダル,ハルサンサン,サウスヴィグラス,-1.5779094450805673,11,-0.6771799612037293,11,,
9,8,10,ラッキーバック,牡3,57.0,西村淳,西村,512(0),栗東,2023100126,1171,タワーオブロンドン,ショレアドルチェ,ドゥラメンテ,-1.1506949120429477,9,-0.5302287948719815,9,,
10,8,11,メイショウカクウチ,牡3,57.0,菱田,飯田,474(-4),栗東,2023102173,1144,エスポワールシチー,メイショウコゴミ,クロフネ,1.7466469707425458,1,0.46638470024911766,1,,
