,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,トウカイファクター,セ7,57.0,▲水沼,菊川,482(+4),美浦,2019103692,01201,ザファクター,トウカイポプリ,タイキシャトル
1,2,2,ノブダブルホワイト,牡4,57.0,▲土田,松永康,446(+4),美浦,2022101614,01198,バゴ,ステルス,ディープインパクト
2,3,3,プラウドヘリテージ,牡7,60.0,金子,田中剛,512(+4),美浦,2019101875,01052,ジャスタウェイ,ゴールデンリーヴス,Tiznow
3,4,4,ハーバーライト,牡5,60.0,難波,高橋忠,542(+4),栗東,2021105477,01066,ドレフォン,カールファターレ,キングカメハメハ
4,4,5,コスモゴレアドール,牡7,57.0,▲坂口,秋本,446(-10),美浦,2019100741,01211,ゴールドシップ,グワダラハラ,Acatenango
5,5,6,アウルムレガリア,牝4,57.0,大江圭,粕谷,410(-6),美浦,2022103503,01120,リオンディーズ,オートクレール,デュランダル
6,5,7,カイコウ,セ5,60.0,五十嵐,田島,474(+2),美浦,2021102388,01069,スクリーンヒーロー,トウカイクルーク,エンパイアメーカー
7,6,8,インターステラ,牡4,59.0,江田勇,天間,480(+6),美浦,2022103576,01023,ダノンバラード,ラステラ,サッカーボーイ
8,6,9,キュピドン,牡6,60.0,森一,森秀,512(-8),栗東,2020110065,01139,American Pharoah,Chocolate Pop,Cuvee
9,7,10,マルディランダ,牡6,60.0,上野,金成,492(+8),美浦,2020103063,01087,イスラボニータ,マルバイユ,Marju
10,7,11,アヴニールドブリエ,セ6,57.0,▲小林凌,大和田,504(0),美浦,2020103803,01177,エピファネイア,レーヌドブリエ,ゼンノロブロイ
11,8,12,ロイガヴェーグル,牡6,60.0,中村,浜田,446(-4),栗東,2020103697,01101,サトノアラジン,レジェンドトレイル,フレンチデピュティ
12,8,13,モンツァフレイバー,牡4,59.0,草野,久保田,460(+2),美浦,2022103181,01113,エピファネイア,メープルフレイバー,キングカメハメハ
