,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ワイノナオミ,牝5,56.0,北村友,畑端,464(-4),栗東,2021105973,01102,ドレフォン,ボクノナオミ,ゴールドアリュール,2.8445809250955305,2
1,1,2,タイセイルヴァン,牡4,58.0,黛,新開,492(-8),美浦,2022103859,01109,ルヴァンスレーヴ,コウエイラブリー,エンパイアメーカー,-0.2868086493995947,7
2,2,3,ワンダーカモン,牡5,58.0,川又,吉村,486(+4),栗東,2021100739,01166,ワールドエース,ホッコータピタン,サウスヴィグラス,-1.8982225696349009,12
3,2,4,ドンパッショーネ,牡4,58.0,池添,斉藤崇,516(+2),栗東,2022105965,01032,Quality Road,ストーミーエンブレイス,Circular Quay,-3.2661121030315385,15
4,3,5,ウルスクローム,牡4,58.0,田口,大橋,486(-2),栗東,2022103630,01208,カリフォルニアクローム,プリンセスバリュー,サウスヴィグラス,3.6294783143269034,1
5,3,6,メイショウドライブ,牝4,56.0,幸,鈴木孝,450(0),栗東,2022102574,00732,フォーウィールドライブ,メイショウセレーノ,アイルハヴアナザー,-0.9666502295849622,9
6,4,7,アスタールフナ,牝4,56.0,鮫島駿,中竹,448(+4),栗東,2022101557,01157,ジョーカプチーノ,アスターヒューモア,More Than Ready,-0.021133591669464543,5
7,4,8,セールヴォラン,牡5,58.0,松若,北出,466(+6),栗東,2021101057,01154,グァンチャーレ,スカイシーアキラ,Swiss Spirit,0.43778773532066334,4
8,5,9,ランスオブセヘル,牝5,56.0,坂井,奥村豊,490(+2),栗東,2021102754,01163,サトノアラジン,ビシャーラ,Alhaarth,0.518616639668015,3
9,5,10,フレイミングパイ,牝5,54.0,△柴田裕,中竹,460(+12),栗東,2021106936,01212,リアルインパクト,レディオブフレイム,パイロ,-1.5872510834312399,11
10,6,11,ジュンゴールド,牡5,58.0,荻野極,友道,494(+2),栗東,2021105591,01160,エピファネイア,ジュントップヒトミ,ゼンノロブロイ,-2.190021651671105,13
11,6,12,ストラテージュ,牡4,56.0,◇古川奈,矢作,472(-8),栗東,2022101536,01190,モズアスコット,シンボリバーグ,ダイワメジャー,-2.5316029372117903,14
12,7,13,タッカージーティー,牝4,56.0,横山典,鈴木伸,480(0),美浦,2022106261,00660,ヘニーヒューズ,シャワーブーケ,ゴールドアリュール,-0.10515420192688323,6
13,7,14,サマースイートピー,牝4,56.0,原田和,千葉,478(-4),美浦,2022107359,01143,モズアスコット,スイートガーデン,ブラックタイド,-0.3661172073751357,8
14,8,15,ベンダバール,牡5,58.0,国分恭,牧浦,482(0),栗東,2021101077,01124,ドレフォン,ラヴアズギフト,Tiznow,-1.5641460999568424,10
15,8,16,カワキタマナレア,牝4,56.0,斎藤,杉山佳,418(-4),栗東,2022106169,01178,ヘニーヒューズ,カフジビーナス,ディープインパクト,-4.7781326266526785,16
