,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ワンダフルボンド,牡2,56.0,川田,友道,476(0),栗東,2023103737,01088,キズナ  ,ワンダーオブリップス  Wonder of Lips(独)  ,Champs Elysees  ,-1.654892802602778,13
1,2,2,アメティスタ,牝2,55.0,高杉,牧浦,462(0),栗東,2023105807,01213,キタサンブラック  ,ティアーモ  ,キングカメハメハ  ,0.9645588622964477,2
2,3,3,クラリティサウンド,牡2,55.0,☆吉村,中村,454(0),栗東,2023106640,01216,ハービンジャー  Harbinger(英)  ,クリアサウンド  ,キズナ  ,-0.45457706643772294,8
3,4,4,ボンボンベイビー,牡2,56.0,坂井,矢作,456(0),栗東,2023105371,01163,コントレイル  ,バイバイベイビー  Bye Bye Baby(愛)  ,Galileo  (愛)  ,-0.27792636096637824,7
4,4,5,ヨカオウ,牡2,56.0,古川吉,谷,472(0),栗東,2023102707,01015,キズナ  ,ヨカヨカ  ,スクワートルスクワート  Squirtle Squirt(米)  ,-0.24986271738224686,6
5,5,6,ミカレオス,牡2,56.0,岩田康,河嶋,466(0),栗東,2023103767,05203,トーセンラー  ,キトゥンズグレイス  ,Kitten's Joy  (米)  ,-0.7377334640648954,10
6,5,7,ベラジオマーカス,牡2,56.0,国分優,小椋,444(0),栗東,2023101036,01125,リオンディーズ  ,エトワール  ,ハービンジャー  Harbinger(英)  ,-0.5814039865376907,9
7,6,8,シュプリームレルム,牡2,56.0,西村淳,高野,510(0),栗東,2023103488,01171,エピファネイア  ,ドバウィハイツ  Dubawi Heights(英)  ,Dubawi  ,-1.069858738203756,12
8,6,9,ピエナカノン,牝2,55.0,城戸,奥村豊,456(0),栗東,2023100716,01147,ルーラーシップ  ,ピエナフラッシュ  ,エイシンフラッシュ  ,-0.9334340274745919,11
9,7,10,ショウナンバンライ,牡2,56.0,池添,松下,462(0),栗東,2023107036,01032,オルフェーヴル  ,シュガーショック  Sugar Shock(米)  ,Candy Ride  ,0.02860497990882436,4
10,7,11,ビクスバイト,牝2,55.0,鮫島駿,佐藤悠,454(0),栗東,2023106949,01157,サトノダイヤモンド  ,カリスペル  Kalispell(愛)  ,Singspiel  (愛)  ,0.7680288457850465,3
11,8,12,ウインビスタ,牡2,56.0,松若,梅田,440(0),栗東,2023105865,01154,ルーラーシップ  ,ウインペイザージュ  ,ダノンシャンティ  ,-0.16298020630725152,5
12,8,13,ヴィサージュ,牡2,56.0,藤岡佑,大久保,498(0),栗東,2023105334,01093,エピファネイア  ,メダリオンモチーフ  ,キングカメハメハ  ,1.9312266989094744,1
