,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,カツラノキサノキ,牡4,58.0,岩田康,庄野,494(0),栗東,2021101461,05203,リオンディーズ  ,イトハユリ  ,ゼンノロブロイ  ,-0.33509827792721547,12
1,2,2,ストームバンガード,牡4,58.0,田口,岡田,498(-8),栗東,2021103819,01208,ホッコータルマエ  ,ストームトウショウ  ,スターオブコジーン  Star of Cozzene(米)  ,0.33766839987761027,8
2,3,3,ズバットマサムネ,セ4,58.0,荻野琢,杉山佳,494(+2),栗東,2021105711,01112,キンシャサノキセキ  ,ビバリーヒルズ  ,スニッツェル  Snitzel(豪)  ,0.09131680201635595,9
3,3,4,サンガネーブ,牡5,58.0,吉村,田中克,500(0),栗東,2020104287,01216,マクフィ  Makfi(英)  ,サンコロネット  ,スペシャルウィーク  ,1.4397087866958493,6
4,4,5,プレアデスグループ,牝4,56.0,鮫島駿,吉岡,446(+2),栗東,2021104839,01157,サトノアラジン  ,オリヒメ  ,マジェスティックウォリアー  Majestic Warrior(米)  ,-1.3835285571952505,13
5,4,6,パールフロント,牝3,55.0,川又,寺島,540(+2),栗東,2022102427,01166,デクラレーションオブウォー  ,マーキークラブ  ,クロフネ  ,0.6026334351732636,7
6,5,7,イルザ,牝6,56.0,菱田,小手川,470(0),美浦,2019102736,01144,ビッグアーサー  ,エメライン  ,マンハッタンカフェ  ,-4.1306004509990295,14
7,5,8,アスタールフナ,牝3,55.0,川田,中竹,452(0),栗東,2022101557,01088,ジョーカプチーノ  ,アスターヒューモア  ,More Than Ready  ,0.04173136427858603,10
8,6,9,スペシャルナンバー,牡6,58.0,斎藤,西村,502(+6),栗東,2019103825,01178,リオンディーズ  ,エスジーアンクル  ,シニスターミニスター  Sinister Minister(米)  ,2.0493871291670276,3
9,6,10,ヒルノピレネー,牡5,58.0,秋山稔,北出,452(+8),栗東,2020100673,01181,ジャスタウェイ  ,ヴォルカン  ,ロードカナロア  ,1.8984456120621904,4
10,7,11,アメリカンビキニ,牝3,55.0,団野,斉藤崇,518(+8),栗東,2022104957,01180,American Pharoah  (米)  ,パリスビキニ  Paris Bikini(米)  ,Bernardini  (米)  ,0.008029076537974536,11
11,7,12,ランウインディ,牝4,56.0,国分優,中尾,460(0),栗東,2021106305,01125,エスポワールシチー  ,ブリュット  ,ベーカバド  Behkabad(仏)  ,1.8103001555775267,5
12,8,13,セントールビースト,牡3,57.0,田山,羽月,436(+14),栗東,2022100371,01220,シニスターミニスター  Sinister Minister(米)  ,カフェアリアドネ  ,スペシャルウィーク  ,4.405064544792537,1
13,8,14,ウルスクローム,牡3,57.0,高杉,大橋,488(+8),栗東,2022103630,01213,カリフォルニアクローム  California Chrome(米)  ,プリンセスバリュー  ,サウスヴィグラス  ,2.345501587163332,2
