,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,サンセットビュー,牝4,56.0,田口,新谷,458(+2),栗東,2021104103,01208,ドゥラメンテ  ,ゴーイントゥザウィンドウ  Goin to the Window(米)  ,Tapit  (米)  ,1.3229345175194234,3
1,2,2,テイクザクラウン,牡4,58.0,斎藤,吉村,444(+4),栗東,2021102379,01178,サトノクラウン  ,アムールレジェンド  ,ディープインパクト  ,-0.4014305383965057,7
2,3,3,ジャスティンライズ,セ4,58.0,菱田,吉岡,530(+2),栗東,2021103237,01144,キズナ  ,ジアナズドリーム  Gianna's Dream(米)  ,Twirling Candy  ,-0.07408994620795531,6
3,4,4,ジュンライデン,牡3,54.0,☆西塚,友道,520(+22),栗東,2022104899,01200,レイデオロ  ,チェリーコレクト  Cherry Collect(愛)  ,Oratorio  ,0.47253154509342665,5
4,4,5,ランツフート,牡3,54.0,☆松本,大久保,462(+8),栗東,2022105577,01191,ブリックスアンドモルタル  Bricks and Mortar(米)  ,レッドミラベル  ,ステイゴールド  ,2.0303577972455313,1
5,5,6,ヘルツアス,牝4,56.0,松若,森田,426(+10),栗東,2021105985,01154,バゴ  Bago(仏)  ,ラインハート  ,ステイゴールド  ,0.9292755356767622,4
6,5,7,サイモンベローチェ,牡3,55.0,酒井,佐々木,544(+4),栗東,2022102209,01034,デクラレーションオブウォー  ,テーオーピコタン  ,ダイワメジャー  ,-4.95771503272963,12
7,6,8,ホウオウレイヴン,セ3,55.0,坂井,矢作,456(-2),栗東,2022105322,01163,サートゥルナーリア  ,コンテッサトゥーレ  ,ディープインパクト  ,-1.8284145383707484,8
8,6,9,シャインバオバブ,牡3,55.0,太宰,本田,498(+6),栗東,2022106180,01037,シルバーステート  ,レユシット  ,ルーラーシップ  ,-3.5855253530272453,11
9,7,10,レジェンドシップ,セ5,58.0,西村淳,佐藤悠,456(-4),栗東,2020103910,01171,ゴールドシップ  ,タニノハイクレア  ,クロフネ  ,-2.2467085258346495,9
10,7,11,ファームツエンティ,セ5,58.0,高倉,北出,450(+6),栗東,2020104491,01130,キズナ  ,ダノンエレガント  ,ブライアンズタイム  Brian's Time(米)  ,1.3841419496810652,2
11,8,12,アットアブラスト,セ5,57.0,☆吉村,小椋,460(+2),栗東,2020101323,01216,ゼンノロブロイ  ,ウィンディガーデン  ,タニノギムレット  ,-5.670802476939266,13
12,8,13,ボナペティアスク,牝3,50.0,▲和田陽,梅田,462(+2),栗東,2022102294,01223,サートゥルナーリア  ,ジャジャウマガール  ,ハーツクライ  ,-3.0692376274277904,10
