,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アクロスメモリア,牝2,55.0,荻野極,田島,478(0),美浦,2023102399,01160,マインドユアビスケッツ  Mind Your Biscuits(米)  ,ハッピーダイアリー  ,アグネスタキオン  ,-0.6316342849164738,3
1,1,2,ゴールデンスラム,牡2,56.0,武豊,池江,488(0),栗東,2023105008,00666,ブリックスアンドモルタル  Bricks and Mortar(米)  ,グアン  ,オルフェーヴル  ,-1.838542348562862,7
2,2,3,デアトゥノウ,牝2,55.0,佐々木,田島,498(0),美浦,2023107522,01197,Daredevil  ,Emma's Encore  ,Congrats  (米)  ,-1.587257137352567,5
3,2,4,パトリシア,牝2,52.0,▲佐藤,杉浦,458(0),美浦,2023105950,01207,トーセンレーヴ  ,トーセンミネルバ  ,キングカメハメハ  ,-2.0341937098455447,8
4,3,5,キョウエイハル,牝2,55.0,嶋田,伊坂,458(0),美浦,2023105068,01134,トランセンド  ,キョウエイボサツ  ,オレハマッテルゼ  ,-2.3207817596257514,11
5,3,6,エムアイプレスト,牝2,55.0,菊沢,青木,478(0),美浦,2023103834,01161,アメリカンペイトリオット  ,エリーナハーラー  ,ヨハネスブルグ  Johannesburg(米)  ,-3.45839427817636,16
6,4,7,レイオブファイア,牡2,56.0,内田博,加藤士,446(0),美浦,2023106784,00422,ニューイヤーズデイ  ,オンクーラン  ,ジャスタウェイ  ,0.48404241275145377,1
7,4,8,スーホ,牡2,56.0,戸崎圭,上原佑,494(0),美浦,2023107249,05386,モーリス  ,マーブルケーキ  ,キングカメハメハ  ,-0.6121509251556077,2
8,5,9,ガイストライヒ,牡2,56.0,ルメール,高柳大,460(0),栗東,2023106948,05339,マクフィ  Makfi(英)  ,カラフルブラッサム  ,ハーツクライ  ,-2.0739447362730234,10
9,5,10,ニューカワイイ,牝2,52.0,▲石神道,清水英,440(0),美浦,2023101571,01209,カリフォルニアクローム  California Chrome(米)  ,コパノビジン  ,ゴールドアリュール  ,-1.788697485780325,6
10,6,11,モンスエ,牡2,56.0,松山,高橋一,520(0),栗東,2023107536,01126,モーニン  ,ハートフルシーン  ,タイムパラドックス  ,-1.02652470127688,4
11,6,12,ココニーナ,牝2,52.0,▲水沼,加藤和,452(0),美浦,2023104550,01201,フォーウィールドライブ  Four Wheel Drive(米)  ,タガノシムナ  ,ロードカナロア  ,-2.909473007888049,14
12,7,13,サンマルフォース,牡2,56.0,岩部,和田勇,470(0),美浦,2023101647,00726,モーニン  ,キアーロ  ,ゴールドアリュール  ,-2.0590169062102937,9
13,7,14,アルコア,牡2,56.0,横山武,伊藤圭,470(0),美浦,2023104565,01170,ダノンバラード  ,プリンシプルレディ  ,アグネスデジタル  ,-2.4835819430100416,12
14,8,15,トリアングルレディ,牝2,52.0,▲小林美,尾関,400(0),美浦,2023105161,01206,エピカリス  ,ゴットパシオン  ,オルフェーヴル  ,-3.100770598846189,15
15,8,16,レオレコメンド,牡2,56.0,木幡巧,牧,492(0),美浦,2023102046,01162,,,,-2.7219274192785634,13
