,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,オーケーカルメン,牝4,56.0,泉谷,奥村豊,434(+6),栗東,2021102380,01182,ドレフォン  Drefong(米)  ,ウインフロレゾン  ,フジキセキ  ,-2.270694249042547,8
1,2,2,シンコーナホチャン,牝4,56.0,国分優,畑端,482(+12),栗東,2021100471,01125,パイロ  Pyro(米)  ,モエレフルール  ,ゴールドヘイロー  ,-1.9231269173871623,7
2,3,3,メイショウタムシバ,牝4,56.0,池添,飯田,446(+4),栗東,2021103268,01032,ダノンレジェンド  ,メイショウコブシ  ,スペシャルウィーク  ,-0.3351430832839387,1
3,3,4,ルージュミラージュ,牝3,51.0,▲森田,武幸,446(-2),栗東,2022102435,01222,リアルスティール  ,レッドディオーサ  ,キングカメハメハ  ,-2.683565534929396,10
4,4,5,キタノブライド,牝5,56.0,古川吉,坂口,450(+8),栗東,2020106174,01015,マクフィ  Makfi(英)  ,ミニョンレーヌ  ,ディープインパクト  ,-3.422321421159338,13
5,4,6,ルナビス,牝5,56.0,田口,森田,492(0),栗東,2020106579,01208,ディーマジェスティ  ,リトルジュン  ,クロフネ  ,-1.7027098820978972,6
6,5,7,メイショウリリー,牝4,56.0,藤懸,高橋忠,436(-10),栗東,2021103209,01138,ゴールドシップ  ,メイショウタラチネ  ,メイショウボーラー  ,-2.2794653323535483,9
7,5,8,オーケアニス,牝3,54.0,坂井,松永幹,458(-2),栗東,2022104883,01163,ロードカナロア  ,タイタンクイーン  ,Tiznow  ,-3.02627876977564,12
8,6,9,ツキノアカリ,牝3,51.0,▲田山,牧田,464(+18),栗東,2022103881,01220,エピファネイア  ,マルルー  ,キングカメハメハ  ,-3.783323931615628,14
9,6,10,プウスカンドゥール,牝5,56.0,中井,坂口,460(-8),栗東,2020104791,01141,シャンハイボビー  Shanghai Bobby(米)  ,トレノトマト  ,デヒア  Dehere(米)  ,-0.9234049213548068,4
10,7,11,ウィンターダフネ,牝5,53.0,▲柴田裕,国枝,484(0),美浦,2020103246,01212,ブラックタイド  ,ウィンターコスモス  ,キングカメハメハ  ,-1.606062386626507,5
11,7,12,タマモナポリ,牝4,56.0,岩田康,河嶋,474(+18),栗東,2021106177,05203,カレンブラックヒル  ,タマモリド  ,ワイルドラッシュ  Wild Rush(米)  ,-0.5234517453623393,2
12,8,13,ミレニアムヒロイン,牝4,56.0,高杉,池上,442(0),美浦,2021103480,01213,スクリーンヒーロー  ,エクラミレネール  ,マツリダゴッホ  ,-0.6853520315411171,3
13,8,14,フクキタテーラー,牝3,54.0,菱田,緒方,442(+2),栗東,2022104292,01144,ルヴァンスレーヴ  ,デュアルウィールド  ,アイルハヴアナザー  I'll Have Another(米)  ,-2.7562354647928045,11
