,式別,馬番,配当,人気
0,単勝,6,1520,6
1,複勝,6,300,5
2,複勝,8,180,3
3,複勝,3,140,1
4,枠連,4-5,2670,13
5,馬連,6-8,2880,9
6,ワイド,6-8,920,9
7,ワイド,3-6,840,6
8,ワイド,3-8,310,1
9,馬単,6→8,9010,31
10,3連複,3-6-8,2910,6
11,3連単,6→8→3,33850,102
