,式別,馬番,配当,人気
0,単勝,9,320,2
1,複勝,9,140,1
2,複勝,14,140,2
3,複勝,8,510,10
4,枠連,5-8,350,1
5,馬連,9-14,540,1
6,ワイド,9-14,270,1
7,ワイド,8-9,1620,22
8,ワイド,8-14,1450,20
9,馬単,9→14,1220,2
10,3連複,8-9-14,4960,16
11,3連単,9→14→8,20350,46
