,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ストーンズ,牡4,56.0,◇永島,友道,500(-6),栗東,2021105583,1187,ドゥラメンテ,ジェイウォーク,Cross Traffic,-2.2331791345048435,16,-1.0088490071513778,16,,
1,1,2,ウヌボレヤサン,セ4,56.0,△柴田裕,本間,418(-2),美浦,2021104052,1212,ダノンレジェンド,サクラヴァニータ,サクラローレル,0.9861320088679584,3,0.10455078127694764,3,,
2,2,3,ビービーバザーク,牡3,54.0,▲森田,武幸,482(-8),栗東,2022102397,1222,シニスターミニスター,カリビアンロマンス,コマンズ,-0.7954650314104672,13,-0.5116151248343592,13,,
3,2,4,ジュンビクトワール,牡3,54.0,▲石神道,中舘,500(-10),美浦,2022105043,1209,サトノアラジン,ペンカナプリンセス,Pivotal,0.5747708283989921,4,-0.03771861453607306,4,,
4,3,5,セーデルマンランド,牡3,57.0,亀田,大根田,502(-8),栗東,2022100688,1176,ホッコータルマエ,ディアハート,ヘニーヒューズ,-1.2151912977423294,15,-0.6567775882681055,15,,
5,3,6,フリッパー,牡5,57.0,☆西塚,戸田,494(-4),美浦,2020100078,1200,ドレフォン,ピアノボレロ,ダンスインザダーク,-0.40524448596459234,9,-0.3766572244045684,9,,
6,4,7,ノクターナル,牝4,53.0,▲水沼,加藤和,446(-6),美浦,2021102900,1201,キタサンブラック,ノーバザー,Scat Daddy,0.38035764227559293,5,-0.10495647712759915,5,,
7,4,8,ポアゾンシーザー,牡3,56.0,☆松本,本田,518(0),栗東,2022103603,1191,ポアゾンブラック,マジカルビアンカ,アドマイヤジャパン,2.0441782967646334,1,0.47047642829512876,1,,
8,5,9,ソルトチューダ,牡3,57.0,泉谷,荒川,494(-2),栗東,2022105914,1182,ルーラーシップ,ピュアダイヤモンド,フジキセキ,-0.5330315890993201,12,-0.42085243488832824,12,,
9,5,10,アイファーファイト,牡6,54.0,★河原田,的場,442(0),美浦,2019101233,1204,バトルプラン,エアリーチューン,ステイゴールド,-0.4086664382145593,10,-0.3778407076845142,10,,
10,6,11,シェーネアウゲン,牝3,54.0,☆吉村,清水久,504(+8),栗東,2022100999,1216,サートゥルナーリア,ピュアアイズ,ネオユニヴァース,0.367152455514636,6,-0.10952349519171904,6,,
11,6,12,オブラマエストラ,牡3,55.0,△鷲頭,池添,434(-4),栗東,2022105003,1202,レイデオロ,ブエナビスタ,スペシャルウィーク,-1.0402246812160802,14,-0.5962653279905078,14,,
12,7,13,メイショウアボット,牡3,55.0,◇今村,武幸,512(-4),栗東,2022103249,1193,ドレフォン,メイショウアステカ,ルーラーシップ,1.8459234124409512,2,0.40190991315251084,2,,
13,7,14,ホウオウサムレット,牡3,57.0,小沢,田中博,442(-4),美浦,2022104969,1185,ブリックスアンドモルタル,ビキニブロンド,キングカメハメハ,-0.10564884262803098,8,-0.2730419753499207,8,,
14,8,15,ラマンシュ,牡3,57.0,斎藤,杉山佳,418(+4),栗東,2022105201,1178,トーセンラー,アイアムルビー,Saint Liam,-0.015611592091597744,7,-0.2419025634591813,7,,
15,8,16,リアルペガサス,牡4,55.0,▲和田陽,大橋,462(-2),栗東,2021103316,1223,ダンカーク,ボストンビリーヴ,アグネスタキオン,-0.418832592664843,11,-0.3813566754521457,11,,
