,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ワーズワース,牡7,58.0,高杉,高橋一,502(+10),栗東,2018104030,01213,リオンディーズ,ラブディラン,Dylan Thomas,-1.6466640431683082,12
1,1,2,マフィン,牝4,56.0,国分優,大和田,410(-8),美浦,2021101219,01125,ミッキーアイル,ティフィン,トワイニング,-1.5936427947099887,11
2,2,3,リメンバーヒム,牡3,57.0,松山,浜田,456(0),栗東,2022100321,01126,コパノリッキー,ヴォルトファース,リアルインパクト,-1.901669060319123,13
3,2,4,オコタンペ,牡4,55.0,▲田山,須貝,502(+6),栗東,2021105849,01220,ニューイヤーズデイ,ラーゴブルー,ハーツクライ,-0.010899801170171435,2
4,3,5,ゴールデンカイト,牡3,57.0,川田,中内田,482(+4),栗東,2022110129,01088,Tapit,L' Age d'Or,Medaglia d'Oro,-0.8368228889644309,7
5,3,6,バックトゥザライト,牡5,58.0,岩田康,辻野,520(-6),栗東,2020102687,05203,シニスターミニスター,トリプルミッション,ハービンジャー,-3.4573363713401633,16
6,4,7,トロピカルヒーロー,牡5,58.0,古川吉,根本,546(+10),美浦,2020104960,01015,ビッグアーサー,トロピカルガーデン,ハイアーゲーム,-0.7299927764177796,6
7,4,8,ペイシャケイプ,牡3,57.0,横山典,高橋康,546(0),栗東,2022104219,00660,シャンハイボビー,ペイシャフローレス,ヴィクトワールピサ,-0.346656333421415,5
8,5,9,ヴィリアリート,牝3,55.0,西村淳,西村,548(+16),栗東,2022105853,01171,ナダル,メリーウィドウ,ゴールドアリュール,0.5242432000909191,1
9,5,10,ルークススペイ,牡3,57.0,団野,伊藤圭,488(-2),美浦,2022101543,01180,ベストウォーリア,メリーウェザー,メジロベイリー,-1.4191377350839234,10
10,6,11,エコロネオ,牡4,58.0,岩田望,森秀,496(+8),栗東,2021110131,01174,Bernardini,Smoke Signals,ストリートセンス,-1.155379553432849,9
11,6,12,ソリスクラヴィス,牡3,57.0,坂井,西園正,522(0),栗東,2022104749,01163,ヘニーヒューズ,クラーベセクレタ,ワイルドラッシュ,-2.7397152664837408,15
12,7,13,メイショウツヨキ,牡3,57.0,武豊,飯田,480(+4),栗東,2022103262,00666,アドマイヤマーズ,メイショウヒサカタ,シニスターミニスター,-2.0427423273099583,14
13,7,14,イモータルバード,牡4,58.0,北村友,栗田,482(-4),美浦,2021100674,01102,レイデオロ,アスカビレン,ブラックタイド,-0.9806510794052125,8
14,8,15,ロードオルデン,牡6,58.0,田口,辻野,500(+10),栗東,2019102656,01208,リオンディーズ,エイシンバーサス,ファルブラヴ,-0.3403866345212122,4
15,8,16,フェイト,牡5,58.0,小崎,福永,498(0),栗東,2020103388,01152,リアルスティール,サンタフェチーフ,Wiesenpfad,-0.17566199206955574,3
