,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,クイーンズホリデー,牝2,52.0,▲石神道,林,480(-12),美浦,2023100941,1209,オルフェーヴル,タイキオードリー,キングカメハメハ,1.6206425746537472,2,0.3273666435756446,2,,
1,1,2,シンデレラカラー,牝2,55.0,丸山,加藤和,450(-8),美浦,2023101778,1127,ビーチパトロール,カンパニュラ,マンハッタンカフェ,-0.1119307181037021,9,-0.2223773221919373,9,,
2,2,3,サリー,牝2,53.0,△鷲頭,前川,406(0),栗東,2023101217,1202,ロゴタイプ,レディー,ゴールドヘイロー,0.4997985723028302,6,-0.028276162090911015,6,,
3,2,4,アジュアカレンツ,牝2,55.0,斎藤,西田,440(0),美浦,2023105022,1178,ダノンレジェンド,ブルーリヴァー,パイロ,-1.1077005491318388,13,-0.5383342044718712,13,,
4,3,5,スノーランス,牝2,55.0,菊沢,上原佑,464(+22),美浦,2023103693,1161,ニューイヤーズデイ,シャルロワ,ハーツクライ,0.8586103531491719,3,0.08557449703627598,3,,
5,3,6,カーボフリオ,牝2,55.0,小沢,高木,432(+6),美浦,2023103404,1185,ナダル,サザナミ,ディープインパクト,-0.14358919871547637,10,-0.232422529949927,10,,
6,4,7,スーパーガール,牝2,55.0,黛,伊藤圭,492(-4),美浦,2023102602,1109,ドレフォン,パワースポット,スズカマンボ,-0.02491839344433901,8,-0.1947683889197613,8,,
7,4,8,フーガカンタービレ,牝2,54.0,☆吉村,大久保,432(+24),栗東,2023104409,1216,ロードカナロア,ベルカント,サクラバクシンオー,-0.38269966010502393,12,-0.3082920668118278,12,,
8,5,9,クリソプテロン,牝2,55.0,富田,浜田,470(-4),栗東,2023106937,1168,クリソベリル,オーサムフェザー,Awesome of Course,-1.1290577911677926,14,-0.545110838386167,14,,
9,5,10,アスコットダンス,牝2,52.0,▲橋木,高橋康,432(+4),栗東,2023105144,1215,モズアスコット,マルハチメイフェア,ホワイトマズル,0.5825386233472971,5,-0.0020228174392656747,5,,
10,6,11,ジュディーイメル,牝2,55.0,藤岡佑,武英,434(+4),栗東,2023105116,1093,アドマイヤマーズ,ヴォルカン,ロードカナロア,-0.1523303876613153,11,-0.23519610143270175,11,,
11,6,12,ジョウショーブリエ,牝2,53.0,△柴田裕,中尾,472(0),栗東,2023105773,1212,ヘンリーバローズ,ジョウショーコトミ,リンカーン,0.6143845750707382,4,0.008081874735819347,4,,
12,7,13,サンタクローチェ,牝2,55.0,城戸,西村,456(+2),栗東,2023102480,1147,フィレンツェファイア,ヘーザ,フレンチデピュティ,-1.2816472550152378,15,-0.593527339633475,15,,
13,7,14,ユナダイヤ,牝2,55.0,ジェルー,岡田,426(-2),栗東,2023106105,5680,サトノクラウン,ブライトメジャー,ダイワメジャー,1.7588594709419052,1,0.37122274191166815,1,,
14,8,15,セイブルーアイ,牝2,55.0,長岡,新開,446(+6),美浦,2023107481,1142,セイクリムズン,セイヴェルビット,シニスターミニスター,0.10650759749445739,7,-0.15306703881488992,7,,
15,8,16,ダンシングドール,牝2,52.0,▲森田,牧田,460(+6),栗東,2023106127,1222,ヴァンセンヌ,カラオケスナック,スタチューオブリバティ,-1.5000313706738686,16,-0.6628204254178864,16,,
