,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,イントゥゴールデン,牡2,53.0,▲遠藤,和田雄,474(+20),美浦,2023104288,01218,ミスチヴィアスアレックス,マリーゴールド,スピルバーグ,-1.20335354759058,5
1,1,2,ホウショウリュウ,牡2,56.0,杉原,本間,462(0),美浦,2023101598,01135,アメリカンペイトリオット,ローズカスケイド,シンボリクリスエス,-1.8970623868942962,11
2,2,3,ショウナンパトス,牡2,56.0,横山和,中舘,450(0),美浦,2023105771,01140,ルヴァンスレーヴ,ショウナンカサロ,キングカメハメハ,-2.3431821173283396,13
3,2,4,ミクニフラッシュ,牡2,56.0,荻野極,矢嶋,486(0),美浦,2023103375,01160,ダイワメジャー,カンカンガール,Exchange Rate,-2.4877692774450497,15
4,3,5,キセログラフィカ,牡2,56.0,マーカンド,大和田,510(+10),美浦,2023105682,05626,ナダル,バニーテール,カネヒキリ,-0.8797241692864177,2
5,3,6,フルールサシェ,牡2,56.0,津村,水野,470(+4),美浦,2023105866,01092,ベンバトル,ウインポプリ,アイルハヴアナザー,-1.4490638511820786,10
6,4,7,ミラクルカイザー,牡2,56.0,丹内,武市,486(+2),美浦,2023102162,01091,マクフィ,プレイフォミラクル,ヘニーヒューズ,-2.4854801577937886,14
7,4,8,サイモフェーン,牡2,56.0,戸崎圭,高木,484(-8),美浦,2023103793,05386,クリソベリル,セレナズヴォイス,オナーコード,-1.3363308480134932,9
8,5,9,カシマライフウ,牡2,56.0,松岡,伊藤伸,468(-4),美浦,2023105439,01085,シュヴァルグラン,カシマサミダレ,シニスターミニスター,-1.3256548072640093,8
9,5,10,エマープ,牡2,56.0,内田博,青木,484(-6),美浦,2023103800,00422,リアルインパクト,テスタオクローチェ,Orpen,-1.270022295712197,6
10,6,11,モントーヤ,牡2,54.0,△長浜,浅利,482(+2),美浦,2023100043,01214,インディチャンプ,フロンサック,ワークフォース,-1.092540395828967,3
11,6,12,テンレディーゴー,牡2,56.0,佐々木,菊川,476(-2),美浦,2023102915,01197,デクラレーションオブウォー,タッシーエルモ,エピファネイア,-1.1239166096028155,4
12,7,13,メイクイット,牝2,55.0,菅原明,土田,516(+8),美浦,2023110011,01179,Bolt d'Oro,ホーリーリーガル,Holy Roman Emperor,-0.8609141502870582,1
13,7,14,ビップルーク,牡2,53.0,▲小林美,嘉藤,482(+2),美浦,2023105995,01206,エイシンフラッシュ,ビップセーラ,ヴィクトワールピサ,-2.2089473113080875,12
14,8,15,トルネードアイル,牡2,56.0,ルメール,鹿戸,498(+10),美浦,2023105308,05339,ミッキーアイル,チャイマックス,Congrats,-1.2773414295610257,7
15,8,16,オルブライト,牡2,56.0,木幡巧,杉浦,472(-6),美浦,2023101644,01162,オルフェーヴル,エナジャイズ,キングカメハメハ,-3.463920760125026,16
