,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,オンザノアール,牝2,55.0,岩田望,佐藤悠,486(0),栗東,2023103399,01174,インディチャンプ,コーンドリー,Indian Charlie,-0.6886151501469263,3
1,1,2,ジェム,牝2,55.0,Ｍデムーロ,杉山佳,400(+2),栗東,2023104561,05212,ブルドッグボス,サクセスセレーネ,ディープインパクト,-1.1737331804925053,9
2,2,3,ベラジオリン,牝2,55.0,高杉,小椋,422(+4),栗東,2023106968,01213,シスキン,ギーニョ,サンデーサイレンス,-1.2895378177483083,10
3,2,4,リトセア,牝2,55.0,岩田康,浜田,466(0),栗東,2023105640,05203,カリフォルニアクローム,シトリカ,ヨハネスブルグ,-0.9734232094048789,5
4,3,5,イサギ,牡2,56.0,菱田,小椋,464(+2),栗東,2023101713,01144,リアルスティール,キララチュール,タイキシャトル,-1.5590488849483792,13
5,3,6,シュタルク,牡2,56.0,秋山稔,河嶋,484(-2),栗東,2023106662,01181,タワーオブロンドン,シュトルツ,キズナ,-1.1681868382454914,8
6,4,7,セイウンダイフク,牡2,53.0,▲田山,宮本,434(0),栗東,2023104705,01220,サンダースノー,ニシノマメフク,スペシャルウィーク,-1.0597817592744587,6
7,4,8,タガノヒダマリ,牝2,55.0,酒井,西園正,458(+4),栗東,2023104734,01034,ストロングリターン,タガノハツコイ,ゴールドアリュール,-1.8087506260559827,14
8,5,9,エクスプロウド,牡2,56.0,小崎,高橋一,464(+10),栗東,2023104155,01152,カレンブラックヒル,ネーラペルレ,キングカメハメハ,-0.3332779536260626,2
9,5,10,シュトルムカイザー,セ2,56.0,国分恭,野中,488(-6),栗東,2023103575,01124,クリソベリル,メールデゾレ,サウスヴィグラス,-2.1601840286055083,16
10,6,11,グランブラーヴ,牡2,56.0,古川吉,昆,504(+4),栗東,2023104084,01015,トゥザワールド,ミラクルモーメント,フジキセキ,-1.3728728582604632,12
11,6,12,ウーマンズパワー,牝2,55.0,北村友,中尾,466(+6),栗東,2023103929,01102,タワーオブロンドン,ジョジョニー,ゴールドアリュール,-1.8773615076809804,15
12,7,13,メイショウイブキ,牝2,55.0,団野,荒川,470(-4),栗東,2023106571,01180,エスポワールシチー,メイショウクシナダ,アイルハヴアナザー,-0.8632094236027777,4
13,7,14,クリノセーラーマン,牡2,56.0,田口,大橋,480(0),栗東,2023101199,01208,シャンハイボビー,ハッピーセーラー,ダンスインザダーク,-1.0909533771228994,7
14,8,15,アズライトアスール,牡2,56.0,和田竜,鈴木孝,456(+4),栗東,2023100785,01018,ミッキーアイル,エスピナアスール,フジキセキ,0.09424371765614763,1
15,8,16,チョウスター,牝2,55.0,国分優,羽月,468(+2),栗東,2023104226,01125,エスポワールシチー,アラモアナワヒネ,グラスワンダー,-1.2938521935389382,11
