,式別,馬番,配当,人気
0,単勝,8,480,2
1,複勝,8,160,2
2,複勝,11,110,1
3,複勝,13,340,7
4,枠連,5-7,480,2
5,馬連,8-11,590,2
6,ワイド,8-11,320,3
7,ワイド,8-13,1470,17
8,ワイド,11-13,600,8
9,馬単,8→11,1630,6
10,3連複,8-11-13,2690,9
11,3連単,8→11→13,19880,61
