,式別,馬番,配当,人気
0,単勝,7,290,1
1,複勝,7,110,1
2,複勝,4,140,4
3,複勝,12,120,3
4,枠連,4-6,960,4
5,馬連,4-7,870,4
6,ワイド,4-7,340,6
7,ワイド,7-12,200,1
8,ワイド,4-12,330,5
9,馬単,7→4,1580,7
10,3連複,4-7-12,870,3
11,3連単,7→4→12,4830,12
