,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,カイコウ,セ5,60.0,五十嵐,田島,474(+6),美浦,2021102388,01069,スクリーンヒーロー,トウカイクルーク,エンパイアメーカー
1,2,2,アニージョ,セ7,60.0,草野,畠山,538(+20),美浦,2019103634,01113,ケープブランコ,アニムス,ゴールドアリュール
2,3,3,ネイチャーシップ,牡8,60.0,高田,根本,518(+6),美浦,2018102917,01046,ゴールドシップ,アルデグロリア,アルデバラン
3,3,4,サトノエピック,牡5,60.0,上野,国枝,538(+6),美浦,2021105271,01087,キタサンブラック,ランドオーバーシー,Bellamy Road
4,4,5,プレミアブルー,牡4,59.0,中村,菊川,472(+24),美浦,2022102387,01101,トーセンラー,ナイキアムール,マヤノトップガン
5,4,6,ワカムシャ,牡4,59.0,伴,矢野,500(+8),美浦,2022106543,01149,バゴ,ナスノカツラ,ヴィクトワールピサ
6,5,7,アスクオンディープ,セ7,60.0,小牧加,前川,492(0),栗東,2019101612,01196,ディープインパクト,カラズマッチポイント,Curlin
7,5,8,ビッグショータイム,牡5,60.0,江田勇,土田,506(+8),美浦,2021100626,01023,ワールドエース,ティンタジェル,キングカメハメハ
8,6,9,リードアクトレス,牝5,58.0,小野寺,安達,492(0),栗東,2021102654,01123,マジェスティックウォリアー,ブラウンテヌート,シンボリクリスエス
9,6,10,コスモアミマネラ,牡5,60.0,石神深,柄崎,494(-4),美浦,2021106768,01059,Study of Man,ヴァニティールールズ,New Approach
10,7,11,ビジューブリランテ,セ8,57.0,▲坂口,浅利,498(+4),美浦,2018105199,01211,ディープブリランテ,ビジュートウショウ,ディープスカイ
11,7,12,ゴールデンステップ,牝5,58.0,金子,和田勇,496(+2),美浦,2021103555,01052,ブリックスアンドモルタル,ルミナスレッド,トーセンダンス
12,8,13,サダージ,牝5,57.0,▲水沼,萱野,464(+18),美浦,2021100011,01201,シュヴァルグラン,タマユラ,Tamayuz
13,8,14,クリアクォーツ,牡4,59.0,大江圭,的場,476(0),美浦,2022101587,01120,タワーオブロンドン,クリアソウル,アグネスデジタル
