,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202204020208,1,2,3,キッショウ,牝3,49.0,今村聖奈,0:1:10.5,,12.1,5.0,420,[西] 奥村豊,ダート,1200,晴,良,2022年07月31日,1勝クラス,2019106894,01193,2-2,36.7
202204020208,2,1,1,メイショウヒヅクリ,牝3,49.0,角田大河,0:1:10.6,クビ,6.1,3.0,474,[西] 角田晃一,ダート,1200,晴,良,2022年07月31日,1勝クラス,2019103902,01199,1-1,36.8
202204020208,3,7,12,キュートヴィラン,牝3,52.0,岩田望来,0:1:10.7,3/4,2.7,1.0,478,[西] 四位洋文,ダート,1200,晴,良,2022年07月31日,1勝クラス,2019110117,01174,6-5,36.0
202204020208,4,6,11,ティントリップ,牝3,52.0,松若風馬,0:1:10.9,1.1/4,6.5,4.0,490,[西] 杉山晴紀,ダート,1200,晴,良,2022年07月31日,1勝クラス,2019103040,01154,3-3,36.7
202204020208,5,3,5,スキャッターシード,牝4,55.0,石川裕紀,0:1:11.2,1.3/4,3.9,2.0,550,[東] 斎藤誠,ダート,1200,晴,良,2022年07月31日,1勝クラス,2018105420,01150,8-7,36.2
202204020208,6,6,10,ネイチャーカレン,牡5,57.0,野中悠太,0:1:12.0,5,75.6,12.0,472,[東] 根本康広,ダート,1200,晴,良,2022年07月31日,1勝クラス,2017103677,01158,10-11,36.9
202204020208,7,8,14,アポロルタ,牝3,52.0,吉田豊,0:1:12.0,クビ,30.3,8.0,424,[東] 中舘英二,ダート,1200,晴,良,2022年07月31日,1勝クラス,2019106637,00733,12-9,36.8
202204020208,8,5,9,マルティウス,牡4,55.0,松本大輝,0:1:12.1,1/2,212.8,14.0,470,[東] 鈴木伸尋,ダート,1200,晴,良,2022年07月31日,1勝クラス,2018106897,01191,13-11,36.6
202204020208,9,5,8,ギャラントマナー,牡4,57.0,柴田善臣,0:1:12.5,2.1/2,33.4,9.0,556,[東] 蛯名正義,ダート,1200,晴,良,2022年07月31日,1勝クラス,2018110013,00641,14-14,36.4
202204020208,10,4,7,リッキーヤスオカ,牡3,54.0,坂井瑠星,0:1:12.6,クビ,19.9,7.0,502,[西] 小崎憲,ダート,1200,晴,良,2022年07月31日,1勝クラス,2019101673,01163,4-5,38.2
202204020208,11,7,13,ボレロ,牝4,55.0,Ｍ．デム,0:1:12.8,1.1/2,53.6,10.0,480,[東] 矢野英一,ダート,1200,晴,良,2022年07月31日,1勝クラス,2018106407,05212,4-4,38.3
202204020208,12,8,15,ニホンピロラブリー,牝4,55.0,高倉稜,0:1:13.0,3/4,305.3,15.0,474,[西] 服部利之,ダート,1200,晴,良,2022年07月31日,1勝クラス,2018104161,01130,14-14,37.0
202204020208,13,3,4,メイショウワダマ,牝5,55.0,田中健,0:1:13.1,3/4,187.0,13.0,472,[西] 石橋守,ダート,1200,晴,良,2022年07月31日,1勝クラス,2017106511,01114,6-7,38.5
202204020208,14,4,6,スカイトライア,牡4,57.0,松山弘平,0:1:13.3,1.1/4,14.2,6.0,510,[東] 黒岩陽一,ダート,1200,晴,良,2022年07月31日,1勝クラス,2018103060,01126,8-9,38.3
202204020208,15,2,2,キフジンノドレス,牝4,53.0,小林脩斗,0:1:14.9,10,69.7,11.0,498,[東] 小島茂之,ダート,1200,晴,良,2022年07月31日,1勝クラス,2018103340,01183,10-11,39.8
