,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202204010201,1,5,9,キッショウ,牝3,50.0,今村聖奈,0:1:12.4,,4.9,2.0,414,[西] 奥村豊,ダート,1200,晴,良,2022年05月08日,未勝利,2019106894,01193,3-3,37.1
202204010201,2,5,8,オースミメッシーナ,牝3,54.0,丸山元気,0:1:12.8,2.1/2,6.4,4.0,444,[西] 宮本博,ダート,1200,晴,良,2022年05月08日,未勝利,2019105860,01127,2-2,37.6
202204010201,3,4,6,ペイシャクィンビー,牝3,54.0,木幡育也,0:1:13.2,2.1/2,33.6,8.0,448,[東] 本間忍,ダート,1200,晴,良,2022年05月08日,未勝利,2019104224,01167,1-1,38.1
202204010201,4,6,10,サリーギャップ,牝3,54.0,丹内祐次,0:1:13.2,ハナ,257.2,14.0,468,[東] 加藤士津,ダート,1200,晴,良,2022年05月08日,未勝利,2019102434,01091,5-5,37.6
202204010201,5,4,7,ハローメリールー,牝3,54.0,嶋田純次,0:1:13.4,1.1/2,2.6,1.0,452,[東] 手塚貴久,ダート,1200,晴,良,2022年05月08日,未勝利,2019101273,01134,3-3,38.1
202204010201,6,3,4,ジョーリベリカ,牡3,56.0,西村淳也,0:1:13.4,ハナ,44.0,9.0,448,[西] 清水久詞,ダート,1200,晴,良,2022年05月08日,未勝利,2019103199,01171,12-12,36.9
202204010201,7,3,5,アフォガート,牡3,55.0,秋山稔樹,0:1:13.5,3/4,134.8,10.0,466,[東] 浅野洋一,ダート,1200,晴,良,2022年05月08日,未勝利,2019102446,01181,8-8,37.6
202204010201,8,7,13,コパノランサー,牡3,56.0,武藤雅,0:1:13.6,クビ,232.0,12.0,508,[東] 武藤善則,ダート,1200,晴,良,2022年05月08日,未勝利,2019106653,01169,8-8,37.7
202204010201,9,1,1,ダレモトメラレナイ,牝3,54.0,三浦皇成,0:1:13.7,3/4,5.3,3.0,468,[東] 竹内正洋,ダート,1200,晴,良,2022年05月08日,未勝利,2019100292,01122,5-5,38.1
202204010201,10,8,15,アスカノツバサ,牡3,56.0,富田暁,0:1:13.9,1,139.8,11.0,476,[西] 川村禎彦,ダート,1200,晴,良,2022年05月08日,未勝利,2019104364,01168,10-10,37.7
202204010201,11,2,3,ブルーノート,牡3,56.0,川須栄彦,0:1:13.9,ハナ,6.7,5.0,482,[西] 梅田智之,ダート,1200,晴,良,2022年05月08日,未勝利,2019100871,01128,10-10,37.7
202204010201,12,6,11,キュートハイカー,牝3,54.0,津村明秀,0:1:14.0,1/2,20.4,6.0,406,[東] 深山雅史,ダート,1200,晴,良,2022年05月08日,未勝利,2019102177,01092,12-13,37.4
202204010201,13,8,14,フォースチルドレン,牡3,56.0,宮崎北斗,0:1:14.2,1.1/2,234.5,13.0,472,[東] 青木孝文,ダート,1200,晴,良,2022年05月08日,未勝利,2019106142,01118,5-7,38.6
202204010201,14,7,12,ビレッジシングル,牡3,56.0,勝浦正樹,0:1:14.8,3.1/2,373.1,15.0,454,[東] 土田稔,ダート,1200,晴,良,2022年05月08日,未勝利,2019103347,01025,14-14,38.0
202204010201,15,2,2,アビークワイア,牝3,54.0,岩田康誠,0:1:15.3,3,22.0,7.0,500,[西] 斉藤崇史,ダート,1200,晴,良,2022年05月08日,未勝利,2019104523,05203,15-15,38.1
