,式別,馬番,配当,人気
0,単勝,4,1400,5
1,複勝,4,360,4
2,複勝,13,510,7
3,複勝,6,620,8
4,枠連,2-7,3930,15
5,馬連,4-13,9960,32
6,ワイド,4-13,2660,29
7,ワイド,4-6,4410,42
8,ワイド,6-13,5500,50
9,馬単,4→13,22070,64
10,3連複,4-6-13,87330,182
11,3連単,4→13→6,568510,1
