,式別,馬番,配当,人気
0,単勝,10,340,2
1,複勝,10,120,2
2,複勝,7,110,1
3,複勝,9,150,3
4,枠連,6-7,210,1
5,馬連,7-10,350,1
6,ワイド,7-10,170,1
7,ワイド,9-10,330,3
8,ワイド,7-9,260,2
9,馬単,10→7,720,2
10,3連複,7-9-10,580,1
11,3連単,10→7→9,3010,4
