,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,アラタ,牡8,58.0,大野,和田勇,美浦,2017104756,1096,ゴールドシップ ,サクセスストレイン ,ティッカネン Tikkanen(米) ,-1.0921412791554512,15,-0.40323055777721223,15,,
1,2,2,ウインエアフォルク,牡8,58.0,幸,根本,美浦,2017101436,732,ハービンジャー Harbinger(英) ,モンローブロンド ,アドマイヤベガ ,-0.9864805017797569,14,-0.382061199196601,14,,
2,2,3,ブローザホーン,牡6,58.0,菅原明,吉岡,栗東,2019105748,1179,レイデオロ ,シャンドランジュ ,マンハッタンカフェ ,-0.8158959683349818,12,-0.34788422978099065,12,,
3,3,4,ジャンカズマ,牡7,58.0,野中,西田,美浦,2018105308,1158,ゴールドシップ ,マイネテレジア ,ロージズインメイ Roses in May(米) ,-0.1742175312143514,7,-0.21932260770856393,7,,
4,3,5,サンライズアース,牡4,58.0,池添,石坂,栗東,2021105560,1032,ドレフォン Drefong(米) ,ディープラヴ ,ディープインパクト ,0.7225721005710873,4,-0.03964892218249692,4,,
5,4,6,ヘデントール,牡4,58.0,レーン,木村,美浦,2021105521,5585,ディープインパクト ,パレスルーマー Palace Rumor(米) ,Royal Anthem ,-0.5459558130037916,10,-0.29380115292463593,10,,
6,4,7,プラダリア,牡6,58.0,松山,池添,栗東,2019100109,1126,,,,-0.17900816032584307,8,-0.22028242030891312,8,,
7,5,8,ショウナンラプンタ,牡4,58.0,武豊,高野,栗東,2021105195,666,,,,0.8813985653835948,3,-0.007827706503269465,3,,
8,5,9,シュヴァリエローズ,牡7,58.0,北村友,清水久,栗東,2018104942,1102,,,,0.3192334026578793,5,-0.12045867711361741,5,,
9,6,10,リミットバスター,牡5,58.0,岩田康,杉山晴,栗東,2020101537,5203,,,,2.2667316474685797,1,0.26972668498076047,1,,
10,6,11,マイネルエンペラー,牡5,58.0,丹内,清水久,栗東,2020105786,1091,,,,-0.6769364047760743,11,-0.3200433894782158,11,,
11,7,12,ワープスピード,牡6,58.0,横山和,高木,美浦,2019105312,1140,,,,-0.5195900353025983,9,-0.2885187140076037,9,,
12,7,13,ジャスティンパレス,牡6,58.0,鮫島駿,杉山晴,栗東,2019105346,1157,,,,0.09488392349450857,6,-0.16540756628273381,6,,
13,8,14,ビザンチンドリーム,牡4,58.0,シュタルケ,坂口,栗東,2021105587,5115,,,,-0.9284993936690109,13,-0.37044456245605095,13,,
14,8,15,ハヤテノフクノスケ,牡4,58.0,岩田望,中村,栗東,2021109070,1174,,,,1.6339054479862083,2,0.14293862730431361,2,,
