,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,テイクノーティス,牡3,54.0,▲長浜,伊坂,美浦,2021104776,01214,ハービンジャー  Harbinger(英)  ,ハイヤーアプシス  ,ダノンシャンティ  ,-0.539313835728913,4
1,1,2,ティエラサンタ,牡4,58.0,国分恭,西村,栗東,2020102658,01124,ハーツクライ ,サンタエヴィータ ,Smart Strike (加) ,-1.2527438398482262,11
2,2,3,カレンワッツアップ,牡3,57.0,鮫島駿,小林,栗東,2021104321,01157,キズナ ,ホワットアスポット What a Spot(米) ,Arch (米) ,-1.0159857132404069,8
3,2,4,ゼンダンスカイ,牡3,54.0,▲柴田裕,角田,栗東,2021106294,01212,レッドファルクス ,ロゾヴァドリナ ,スニッツェル Snitzel(豪) ,2.4624103685451106,1
4,3,5,テンカオーライ,牡4,58.0,荻野極,松下,栗東,2020102959,01160,マインドユアビスケッツ Mind Your Biscuits(米) ,トゥールエッフェル ,フレンチデピュティ French Deputy(米) ,-1.4612204819652346,13
5,3,6,ミスサラワク,牝3,54.0,☆西塚,本間,美浦,2021105923,01200,アドミラブル ,ファンシーアモン ,ソングオブウインド ,1.0311525965886856,2
6,4,7,エリカヴェネチア,牝3,55.0,岩田康,吉岡,栗東,2021110106,05203,Curlin (米) ,First Passage ,Giant's Causeway (米) ,-1.086364573708713,10
7,4,8,ディアマンドロップ,牝3,55.0,太宰,昆,栗東,2021103545,01037,ブラックタイド ,マルーンドロップ ,コンデュイット Conduit(愛) ,-0.07809829749530095,3
8,5,9,ジュウオウ,牡3,55.0,長岡,伊藤大,美浦,2021110162,01142,Justify (米) ,Coral Coast ,So You Think (新) ,-2.182805973956832,15
9,5,10,ガルデルクラージュ,牡3,57.0,亀田,武英,栗東,2021105480,01176,ルーラーシップ ,ガルデルスリール ,ダイワメジャー ,-3.8261758798517196,16
10,6,11,テイエムデンセツ,牡3,56.0,☆田口,木原,栗東,2021102160,01208,ダノンレジェンド ,ポレモス ,アグネスタキオン ,-0.7831072415120311,6
11,6,12,フイノマジワリ,牝3,52.0,▲今村,竹内,美浦,2021101415,01193,ジャスタウェイ ,ターキー ,Sinndar (愛) ,-0.6749007582720038,5
12,7,13,アークドール,牡3,57.0,丸山,松永幹,栗東,2021110012,01127,Golden Horn (英) ,ラルク ,ディープインパクト ,-1.4693701473934158,14
13,7,14,ソニックライン,牡3,57.0,Ｈドイル,木村,美浦,2021105871,05625,リアルインパクト ,ルミナスパレード ,シンボリクリスエス ,-0.8927557751030131,7
14,8,15,ベルイストワール,牝3,55.0,杉原,宮田,美浦,2021100606,01135,ミッキーグローリー ,マイスクエアワン ,Giant's Causeway (米) ,-1.3856424638001592,12
15,8,16,イーサンハンター,牡3,57.0,古川吉,宮地,栗東,2021104362,01015,アジアエクスプレス ,ガンセ ,クロフネ ,-1.039434934205921,9
