,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,オンザバサラ,牡2,56.0,横山武,大和田,美浦,2022105377,01170,ハービンジャー Harbinger(英) ,ステラスターライト ,ディープインパクト ,-1.9980118571428283,12
1,1,2,ヴィジブルライト,牡2,56.0,マーカンド,和田郎,美浦,2022104860,05626,ヘニーヒューズ Henny Hughes(米) ,スペクトロライト ,ディープインパクト ,0.775464204152352,2
2,2,3,ロイヤルカスタマー,牡2,54.0,◇永島,加藤和,美浦,2022103162,01187,バトルプラン Battle Plan(米) ,ステラレガーロ ,ハーツクライ ,-1.4744987204072881,11
3,2,4,ネオシャクナゲ,牡2,56.0,小林凌,小西,美浦,2022106080,01177,パドトロワ ,ボルティモア ,ステイゴールド ,-0.9129969475499525,8
4,3,5,ハルノアラシ,牡2,56.0,石川,相沢,美浦,2022106099,01150,ミスターメロディ ,ヒメベニサクラ ,ディープブリランテ ,-0.1374504299944387,5
5,3,6,リュウゼツラン,牝2,55.0,丹内,水野,美浦,2022106809,01091,ダノンバラード ,マイネショコラーデ ,ロージズインメイ Roses in May(米) ,-0.2875955171586422,6
6,4,7,ハクシンブライアン,牡2,56.0,大野,松山,美浦,2022106975,01096,リアルスティール ,ラスリーズ ,ブライアンズタイム Brian's Time(米) ,0.7078770507881634,3
7,4,8,タドウリョク,牝2,55.0,菊沢,岩戸,美浦,2022104373,01161,シャンハイボビー Shanghai Bobby(米) ,ノルウェーノモリ ,ディープスカイ ,-2.7836339963391574,16
8,5,9,ユナクイーン,牝2,55.0,木幡育,松永康,美浦,2022103467,01167,ニューイヤーズデイ ,マイティーハニー ,ハーツクライ ,-1.2231174531846996,10
9,5,10,カイトリヒト,牡2,56.0,木幡初,武市,美浦,2022103076,01153,ミッキーアイル ,サンダーソニア ,ケープブランコ Cape Blanco(英) ,-2.3199958735719366,14
10,6,11,ブラーブデシジョン,牡2,56.0,木幡巧,牧,美浦,2022103763,01162,マクフィ Makfi(英) ,ナタリー ,ディープインパクト ,1.3774413660308675,1
11,6,12,エイブリー,牝2,55.0,吉田豊,土田,美浦,2022105654,00733,マクマホン Mac Mahon(伊) ,スマートチョイス Smart Choice(亜) ,Grand Reward ,-2.7053634788571155,15
12,7,13,オーレオリン,牡2,56.0,柴田大,黒岩,美浦,2022106207,01009,ゴールドドリーム ,ミラクルモーメント ,フジキセキ ,-0.08721183482133947,4
13,7,14,マブアンドフェール,牡2,56.0,内田博,古賀,美浦,2022100326,00422,マインドユアビスケッツ Mind Your Biscuits(米) ,イブニングサンダー Evening Thunder(米) ,Morning Line ,-1.1147471537575075,9
14,8,15,ソクヅモドラドラ,牡2,56.0,横山和,上原佑,美浦,2022104704,01140,ミッキーアイル ,オリエンタルポピー ,キングカメハメハ ,-2.0668667111661114,13
15,8,16,ショーモッシュ,牡2,56.0,野中,鈴木伸,美浦,2022103846,01158,サートゥルナーリア ,ナスケンアイリス ,フレンチデピュティ French Deputy(米) ,-0.534120439014232,7
