,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id,通過,上り
202005010101,1,2,2,クリアミッション,牡3,56.0,大庭和弥,0:1:20.4,nan,9.4,5.0,506,[東] 土田稔,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017102815,01061,12-9,37.0
202005010101,2,1,1,エストラード,牡3,56.0,江田照男,0:1:20.4,アタマ,8.3,4.0,478,[東] 武市康男,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017104433,00689,8-7,37.3
202005010101,3,5,9,マッチャパフェ,牝3,54.0,武藤雅,0:1:20.4,アタマ,10.5,6.0,446,[東] 林徹,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017103102,01169,1-1,38.2
202005010101,4,3,4,コルニリア,牡3,56.0,嘉藤貴行,0:1:20.6,3/4,19.3,9.0,440,[東] 大和田成,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017104267,01051,3-3,38.1
202005010101,5,7,12,ローズオブシャロン,牝3,54.0,石橋脩,0:1:20.6,クビ,7.3,3.0,458,[東] 大竹正博,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017101810,01077,2-2,38.2
202005010101,6,3,5,バーンパッション,牡3,56.0,大野拓弥,0:1:20.7,クビ,20.2,10.0,468,[東] 中川公成,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017104128,01096,12-11,37.1
202005010101,7,6,10,ユタカサン,牡3,56.0,吉田豊,0:1:20.7,アタマ,17.4,8.0,486,[東] 竹内正洋,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017109007,00733,3-5,37.9
202005010101,8,4,7,サイモンバトラー,牡3,56.0,田辺裕信,0:1:20.7,ハナ,15.0,7.0,462,[東] 矢野英一,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017102604,01075,9-9,37.4
202005010101,9,4,6,コパノラクラク,牝3,54.0,宮崎北斗,0:1:20.8,1/2,97.2,12.0,442,[東] 和田勇介,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017103755,01118,6-5,38.0
202005010101,10,8,14,コーラルティアラ,牝3,54.0,横山典弘,0:1:20.8,アタマ,3.4,1.0,460,[東] 和田勇介,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017102990,00660,9-11,37.3
202005010101,11,2,3,ストームファルコン,牡3,56.0,Ｍ．デム,0:1:20.9,3/4,4.4,2.0,472,[東] 水野貴広,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017100977,05212,14-14,37.1
202005010101,12,8,15,マサノゴールデン,牝3,54.0,北村宏司,0:1:21.4,3,31.4,11.0,476,[東] 木村哲也,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017104330,01043,3-3,38.9
202005010101,13,5,8,マインレッド,牝3,54.0,菅原隆一,0:1:23.1,大,451.2,15.0,436,[東] 小野次郎,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017104050,01129,6-7,40.0
202005010101,14,6,11,アイアンカレン,牝3,54.0,丹内祐次,0:1:23.7,3.1/2,271.9,13.0,408,[東] 青木孝文,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017102360,01091,9-11,40.1
202005010101,15,7,13,サンテンプル,牝3,53.0,野中悠太,0:1:26.2,大,389.3,14.0,418,[東] 伊藤伸一,1300,晴,ダート,稍重,2020年02月01日,未勝利,2017104575,01158,15-15,40.0
202005010102,1,8,16,エヴァジョーネ,牝3,54.0,武豊,0:1:27.2,nan,8.0,3.0,428,[西] 安田翔伍,1400,晴,ダート,稍重,2020年02月01日,新馬,2017104724,00666,2-2,37.7
202005010102,2,3,6,ラブアドベンチャー,牝3,54.0,横山典弘,0:1:27.3,1/2,12.9,4.0,468,[東] 尾関知人,1400,晴,ダート,稍重,2020年02月01日,新馬,2017101818,00660,1-1,38.0
202005010102,3,1,1,ヴィエントアスール,牡3,56.0,ルメール,0:1:27.3,クビ,4.2,2.0,470,[西] 鈴木孝志,1400,晴,ダート,稍重,2020年02月01日,新馬,2017100586,05339,5-5,37.7
202005010102,4,6,11,ムーンダイアローグ,牡3,56.0,ミナリク,0:1:27.6,2,20.4,6.0,436,[東] 矢野英一,1400,晴,ダート,稍重,2020年02月01日,新馬,2017104094,05517,9-8,37.2
202005010102,5,5,9,キアナポラリス,牝3,54.0,柴田善臣,0:1:28.2,3.1/2,67.1,8.0,432,[東] 国枝栄,1400,晴,ダート,稍重,2020年02月01日,新馬,2017100770,00641,11-11,37.6
202005010102,6,5,10,ジャックオレンジ,牡3,55.0,野中悠太,0:1:28.2,アタマ,37.6,7.0,482,[東] 武井亮,1400,晴,ダート,稍重,2020年02月01日,新馬,2017100332,01158,7-7,38.2
202005010102,7,4,7,ワンチーム,牡3,54.0,木幡育也,0:1:28.4,1.1/4,78.7,9.0,458,[東] 清水英克,1400,晴,ダート,稍重,2020年02月01日,新馬,2017104448,01167,2-2,39.0
202005010102,8,7,13,マテンロウヴァモス,牡3,56.0,マーフィ,0:1:28.6,1.1/2,1.6,1.0,512,[西] 藤原英昭,1400,晴,ダート,稍重,2020年02月01日,新馬,2017104897,05575,2-2,39.1
202005010102,9,2,3,エメラルディ,牝3,54.0,横山和生,0:1:29.7,7,16.2,5.0,484,[東] 勢司和浩,1400,晴,ダート,稍重,2020年02月01日,新馬,2017102741,01140,5-5,40.0
202005010102,10,6,12,ウインオーサム,牡3,56.0,松岡正海,0:1:29.7,クビ,105.2,11.0,462,[東] 中舘英二,1400,晴,ダート,稍重,2020年02月01日,新馬,2017101435,01085,9-8,39.3
202005010102,11,8,15,ジニービーチ,牝3,54.0,丹内祐次,0:1:29.7,ハナ,153.6,13.0,480,[東] 上原博之,1400,晴,ダート,稍重,2020年02月01日,新馬,2017104152,01091,8-8,39.3
202005010102,12,2,4,ベルダリーター,牝3,54.0,嘉藤貴行,0:1:30.4,4,79.8,10.0,466,[東] 水野貴広,1400,晴,ダート,稍重,2020年02月01日,新馬,2017104571,01051,15-15,38.3
202005010102,13,4,8,サンディロン,牝3,54.0,田中勝春,0:1:30.5,クビ,163.9,14.0,426,[東] 宗像義忠,1400,晴,ダート,稍重,2020年02月01日,新馬,2017102857,00684,14-13,38.7
202005010102,14,7,14,ツウカイヴィータ,牝3,54.0,石川裕紀,0:1:30.8,1.3/4,108.7,12.0,454,[東] 高橋裕,1400,晴,ダート,稍重,2020年02月01日,新馬,2017102546,01150,11-13,39.1
202005010102,15,3,5,マリノエヴァ,牝3,54.0,菅原隆一,0:1:31.5,4,325.1,16.0,426,[東] 的場均,1400,晴,ダート,稍重,2020年02月01日,新馬,2017100229,01129,11-12,40.5
202005010102,16,1,2,エクセルチェイサー,牡3,56.0,村田一誠,0:1:34.7,大,274.9,15.0,486,[東] 天間昭一,1400,晴,ダート,稍重,2020年02月01日,新馬,2017109005,01031,16-16,41.1
202005010103,1,6,12,シゲルミカヅキ,牡3,56.0,ルメール,0:1:39.5,nan,3.1,1.0,452,[東] 伊藤圭三,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017103042,05339,4-4,38.2
202005010103,2,4,8,ハイエストエンド,牡3,56.0,田辺裕信,0:1:39.6,1/2,6.4,3.0,500,[東] 小西一男,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017103619,01075,2-2,38.5
202005010103,3,8,16,クロッチ,セ3,56.0,丹内祐次,0:1:39.6,クビ,90.1,13.0,458,[東] 杉浦宏昭,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017105689,01091,4-4,38.4
202005010103,4,2,4,ハットルヴァン,牡3,56.0,大野拓弥,0:1:39.9,1.3/4,8.4,5.0,496,[東] 菊沢隆徳,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017104825,01096,8-9,38.2
202005010103,5,7,14,リンガスウォリアー,牡3,56.0,石川裕紀,0:1:40.0,クビ,45.0,10.0,476,[東] 中舘英二,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017101015,01150,10-9,38.3
202005010103,6,1,1,キンブレル,牡3,56.0,武豊,0:1:40.0,クビ,7.0,4.0,466,[東] 矢野英一,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017105250,00666,1-1,39.0
202005010103,7,4,7,ベルウッドヨウサン,セ3,56.0,北村宏司,0:1:40.1,1/2,69.9,12.0,476,[東] 中舘英二,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017102776,01043,2-2,39.0
202005010103,8,5,10,ワンモアエフォート,牡3,56.0,横山和生,0:1:40.2,3/4,10.9,6.0,490,[東] 勢司和浩,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017100662,01140,16-16,37.3
202005010103,9,5,9,リュードマン,牡3,56.0,横山典弘,0:1:40.3,1/2,20.9,7.0,470,[東] 中川公成,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017109028,00660,6-6,38.8
202005010103,10,3,6,アナザーチャンス,牡3,56.0,江田照男,0:1:40.3,クビ,104.3,14.0,452,[東] 小笠倫弘,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017103321,00689,6-6,38.8
202005010103,11,3,5,グラスディアブロ,牡3,56.0,ミナリク,0:1:40.6,2,41.6,9.0,460,[東] 手塚貴久,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017104165,05517,14-13,38.6
202005010103,12,8,15,トーセンスプリント,牡3,56.0,柴田善臣,0:1:40.8,1.1/4,64.0,11.0,472,[東] 小野次郎,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017104370,00641,15-15,38.1
202005010103,13,6,11,セイプレシャス,牝3,53.0,菊沢一樹,0:1:41.1,1.3/4,289.1,16.0,420,[東] 浅野洋一,1600,晴,ダート,稍重,2020年02月01日,未勝利,2017101242,01161,10-9,39.3
