,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id,通過,上り
201901010101,1,1,1,ゴルコンダ,牡2,54.0,ルメール,0:1:48.3,nan,1.4,1.0,518,[東] 木村哲也,1800,曇,芝,良,2019年07月27日,未勝利,2017105318,05339,1-1-1-1,36.5
201901010101,2,3,3,プントファイヤー,牡2,54.0,岩田康誠,0:1:50.1,大,3.5,2.0,496,[東] 手塚貴久,1800,曇,芝,良,2019年07月27日,未勝利,2017104612,05203,2-2-2-2,38.2
201901010101,3,4,4,ラグリマスネグラス,牡2,51.0,団野大成,0:1:50.9,5,46.6,6.0,546,[東] 藤沢和雄,1800,曇,芝,良,2019年07月27日,未勝利,2017103879,01180,2-4-3-3,38.8
201901010101,4,8,9,キタノコドウ,牡2,51.0,菅原明良,0:1:51.5,3.1/2,56.8,7.0,458,[東] 高木登,1800,曇,芝,良,2019年07月27日,未勝利,2017106259,01179,8-8-8-7,38.5
201901010101,5,5,5,ネモフィラブルー,牡2,54.0,川島信二,0:1:51.7,1.1/2,140.3,9.0,436,[西] 矢作芳人,1800,曇,芝,良,2019年07月27日,未勝利,2017104140,01062,5-6-6-6,38.9
201901010101,6,8,8,マイネルラクスマン,牡2,54.0,丹内祐次,0:1:52.1,2.1/2,9.7,3.0,480,[東] 金成貴史,1800,曇,芝,良,2019年07月27日,未勝利,2017101930,01091,5-2-3-3,40.1
201901010101,7,2,2,サンモンテベロ,牝2,54.0,黛弘人,0:1:52.5,2.1/2,114.7,8.0,450,[東] 中野栄治,1800,曇,芝,良,2019年07月27日,未勝利,2017100184,01109,7-8-7-7,39.6
201901010101,8,7,7,エスカレーション,牝2,54.0,藤岡佑介,0:1:52.5,アタマ,26.1,5.0,448,[東] 高柳瑞樹,1800,曇,芝,良,2019年07月27日,未勝利,2017102953,01093,8-6-8-9,39.5
201901010101,9,6,6,セイウンジュリア,牝2,54.0,池添謙一,0:1:52.6,クビ,16.4,4.0,470,[西] 浅見秀一,1800,曇,芝,良,2019年07月27日,未勝利,2017102421,01032,4-5-5-5,40.3
201901010102,1,7,7,イエスサンキュー,牝3,54.0,加藤祥太,0:0:59.2,nan,4.3,4.0,492,[西] 羽月友彦,1000,曇,ダート,良,2019年07月27日,未勝利,2016102221,01156,3-2,35.7
201901010102,2,1,1,ユキエチャン,牝3,53.0,横山武史,0:0:59.4,1.1/4,19.8,6.0,474,[西] 須貝尚介,1000,曇,ダート,良,2019年07月27日,未勝利,2016104843,01170,8-7,34.6
201901010102,3,6,6,キョウエイメサイア,牝3,54.0,松岡正海,0:0:59.5,3/4,13.9,5.0,456,[東] 伊藤伸一,1000,曇,ダート,良,2019年07月27日,未勝利,2016103522,01085,1-1,36.2
201901010102,4,8,8,サウンドシュリット,牝3,54.0,松田大作,0:0:59.8,2,27.2,8.0,452,[西] 高橋康之,1000,曇,ダート,良,2019年07月27日,未勝利,2016101575,01030,2-2,36.4
201901010102,5,4,4,ローマノキュウジツ,牝3,51.0,団野大成,0:1:00.0,1,4.1,2.0,490,[西] 牧浦充徳,1000,曇,ダート,良,2019年07月27日,未勝利,2016106574,01180,3-4,36.4
201901010102,6,3,3,プリモパンサー,牝3,51.0,菅原明良,0:1:00.0,アタマ,27.0,7.0,446,[東] 伊藤圭三,1000,曇,ダート,良,2019年07月27日,未勝利,2016105692,01179,7-7,35.4
201901010102,7,2,2,ローブドール,牝3,54.0,ルメール,0:1:00.2,1.1/4,2.9,1.0,426,[東] 和田雄二,1000,曇,ダート,良,2019年07月27日,未勝利,2016100361,05339,6-5,36.3
201901010102,8,5,5,カーヴィー,牝3,54.0,藤岡康太,0:1:00.3,1/2,4.2,3.0,432,[西] 牧浦充徳,1000,曇,ダート,良,2019年07月27日,未勝利,2016104923,01116,5-6,36.6
201901010103,1,2,2,リヴィエラ,牡3,56.0,柴山雄一,0:2:34.6,nan,4.5,3.0,494,[西] 渡辺薫彦,2400,曇,ダート,良,2019年07月27日,未勝利,2016104797,05243,5-5-5-5,38.1
201901010103,2,6,6,オウケンランボー,牡3,56.0,岩田康誠,0:2:34.7,1/2,3.6,1.0,518,[東] 和田勇介,2400,曇,ダート,良,2019年07月27日,未勝利,2016101988,05203,8-8-3-3,38.7
201901010103,3,8,11,エイシンフォーラン,牡3,56.0,菱田裕二,0:2:35.0,2,14.0,7.0,484,[西] 上村洋行,2400,曇,ダート,良,2019年07月27日,未勝利,2016101672,01144,2-2-1-1,39.4
201901010103,4,8,10,ロズ,牝3,54.0,荻野極,0:2:35.3,2,59.1,11.0,432,[西] 高柳大輔,2400,曇,ダート,良,2019年07月27日,未勝利,2016101244,01160,7-7-5-6,38.9
201901010103,5,5,5,スキンズマッチ,牡3,56.0,国分恭介,0:2:35.7,2.1/2,6.4,4.0,432,[西] 大根田裕,2400,曇,ダート,良,2019年07月27日,未勝利,2016100318,01124,3-3-4-4,39.5
201901010103,6,4,4,シナリオライン,牡3,56.0,丹内祐次,0:2:36.0,1.3/4,57.6,10.0,500,[東] 岩戸孝樹,2400,曇,ダート,良,2019年07月27日,未勝利,2016103025,01091,9-8-2-2,40.4
201901010103,7,6,7,トラインコンパス,牡3,55.0,横山武史,0:2:36.7,4,9.2,5.0,424,[東] 小笠倫弘,2400,曇,ダート,良,2019年07月27日,未勝利,2016104709,01170,3-3-5-6,40.2
201901010103,8,1,1,ラドミュージシャン,牡3,53.0,団野大成,0:2:37.4,4,21.8,8.0,474,[西] 池添兼雄,2400,曇,ダート,良,2019年07月27日,未勝利,2016105567,01180,11-11-10-9,39.7
201901010103,9,3,3,サングリーンベイ,牡3,56.0,横山和生,0:2:37.4,クビ,11.5,6.0,486,[東] 藤原辰雄,2400,曇,ダート,良,2019年07月27日,未勝利,2016100296,01140,10-10-9-8,40.6
201901010103,10,7,9,アオイハヤブサ,牝3,54.0,藤岡康太,0:2:41.4,大,53.3,9.0,446,[西] 野中賢二,2400,曇,ダート,良,2019年07月27日,未勝利,2016100289,01116,1-1-5-9,45.0
201901010103,11,7,8,デルマシャンティ,牡3,56.0,ルメール,0:2:43.5,大,4.1,2.0,516,[西] 牧田和弥,2400,曇,ダート,良,2019年07月27日,未勝利,2016104909,05339,5-5-11-11,45.4
201901010104,1,6,10,プライムシスター,牝3,54.0,岩田康誠,0:2:02.2,nan,9.5,3.0,492,[西] 西村真幸,2000,晴,芝,良,2019年07月27日,未勝利,2016103376,05203,6-6-6-7,35.3
201901010104,2,4,6,レンジャーガール,牝3,54.0,国分恭介,0:2:02.2,クビ,5.7,2.0,446,[西] 河内洋,2000,晴,芝,良,2019年07月27日,未勝利,2016103134,01124,5-5-4-2,35.5
201901010104,3,5,8,ゼットレオ,牡3,56.0,池添謙一,0:2:02.3,クビ,9.8,4.0,432,[西] 池添兼雄,2000,晴,芝,良,2019年07月27日,未勝利,2016106242,01032,6-6-6-2,35.4
201901010104,4,5,7,バイキングクラップ,牡3,56.0,ルメール,0:2:02.4,3/4,1.6,1.0,502,[東] 堀宣行,2000,晴,芝,良,2019年07月27日,未勝利,2016104625,05339,8-8-8-7,35.3
201901010104,5,3,3,ヴィオラピューロ,牝3,54.0,吉田隼人,0:2:02.7,1.3/4,27.3,7.0,468,[西] 杉山晴紀,2000,晴,芝,良,2019年07月27日,未勝利,2016105166,01095,1-1-1-1,36.4
201901010104,6,8,14,コウソクラッシュ,セ3,56.0,柴山雄一,0:2:02.9,1.1/4,252.4,14.0,438,[東] 中舘英二,2000,晴,芝,良,2019年07月27日,未勝利,2016104377,05243,12-12-12-11,34.7
201901010104,7,7,12,アナザードリーム,牡3,56.0,菱田裕二,0:2:03.1,1,14.1,6.0,456,[西] 宮徹,2000,晴,芝,良,2019年07月27日,未勝利,2016105453,01144,2-2-2-2,36.6
201901010104,8,7,11,ノアキセキ,牝3,53.0,横山武史,0:2:03.3,1.1/4,10.0,5.0,458,[東] 大江原哲,2000,晴,芝,良,2019年07月27日,未勝利,2016103922,01170,8-8-8-7,36.2
201901010104,9,2,2,ハルノナゴリ,牝3,54.0,石川裕紀,0:2:03.4,3/4,87.4,9.0,424,[西] 高橋義忠,2000,晴,芝,良,2019年07月27日,未勝利,2016104350,01150,3-2-3-5,36.8
201901010104,10,1,1,デルマトリアノン,牝3,54.0,荻野極,0:2:03.4,ハナ,174.7,11.0,448,[東] 小野次郎,2000,晴,芝,良,2019年07月27日,未勝利,2016103599,01160,10-10-10-10,35.7
201901010104,11,6,9,プロース,牡3,53.0,菅原明良,0:2:03.7,1.3/4,84.2,8.0,478,[東] 高木登,2000,晴,芝,良,2019年07月27日,未勝利,2016102723,01179,3-4-4-5,37.0
201901010104,12,4,5,マミーフィンガー,牝3,54.0,横山和生,0:2:03.7,アタマ,186.4,12.0,434,[東] 水野貴広,2000,晴,芝,良,2019年07月27日,未勝利,2016102516,01140,14-14-12-13,35.6
201901010104,13,8,13,ヴェルトラウン,牡3,56.0,古川吉洋,0:2:03.7,クビ,100.8,10.0,424,[西] 坂口智康,2000,晴,芝,良,2019年07月27日,未勝利,2016104246,01015,12-12-11-11,35.8
201901010104,14,3,4,アビトレイタ,牡3,56.0,黛弘人,0:2:04.4,4,223.2,13.0,504,[西] 森田直行,2000,晴,芝,良,2019年07月27日,未勝利,2016102453,01109,11-11-12-14,36.3
201901010105,1,1,1,エイリアス,牡2,54.0,柴山雄一,0:1:31.1,nan,10.7,4.0,466,[西] 浅見秀一,1500,晴,芝,良,2019年07月27日,新馬,2017105100,05243,7-6-5,34.7
201901010105,2,7,8,インプルソ,牡2,54.0,黛弘人,0:1:31.1,クビ,67.0,8.0,448,[東] 松山将樹,1500,晴,芝,良,2019年07月27日,新馬,2017104177,01109,2-2-2,35.1
