,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ペルセポネ,牝3,53.0,丹内,渡辺,482(+8),栗東,2023104596,1091,ナダル,ハルサンサン,サウスヴィグラス,-0.30471713374174236,11,-0.5368860907986227,11,,
1,1,2,モズイージス,牡5,56.0,◇永島,高橋康,482(+10),栗東,2021102151,1187,サンダースノー,モズカッチャン,ハービンジャー,-1.267374776407393,15,-0.9903929161906151,15,,
2,2,3,クインズシャウラ,牝5,56.0,西塚,野中,430(-2),栗東,2021103837,1200,キンシャサノキセキ,ケイアイエーデル,トワイニング,-0.3440180425963391,12,-0.5554007003749979,12,,
3,2,4,ランドプリメーロ,牡4,58.0,国分優,安達,472(+1),栗東,2022106735,1125,Saxon Warrior,バーベードス,Dalakhani,-0.2613235141699903,8,-0.5164434102629339,8,,
4,3,5,オースミライト,牝4,56.0,加藤,宮本,476(-4),栗東,2022103610,1156,ミッキーアイル,オースミマコ,フレンチデピュティ,-0.6794985460762134,14,-0.7134451508327678,14,,
5,3,6,ディーエストッキー,牡5,58.0,幸,橋口,460(-6),栗東,2021105098,732,レッドスパーダ,セデュウシング,アグネスタキオン,-0.2914407003468684,9,-0.530631579439044,9,,
6,4,7,グランデスフィーダ,牡6,58.0,戸崎圭,佐藤悠,550(+8),栗東,2020104913,5386,ドゥラメンテ,シスタリーラヴ,Bellamy Road,0.674066045890547,5,-0.0757825448765452,5,,
7,4,8,カネコメファミリー,牝5,56.0,松山,中尾,508(0),栗東,2021104151,1126,ホッコータルマエ,プロテクトジアース,アフリート,-0.5823774175290722,13,-0.6676915072384175,13,,
8,5,9,エリカヴェローナ,牝5,56.0,北村友,吉岡,526(0),栗東,2021110058,1102,Quality Road,Cover Song,Fastnet Rock,0.08009336912683819,7,-0.3556023386121372,7,,
9,5,10,メイショウハボマイ,牡4,55.0,▲森田,本田,470(0),栗東,2022102841,1222,マジェスティックウォリアー,プリンプリンカフェ,ネオユニヴァース,-1.912468216816337,16,-1.294295638482374,16,,
10,6,11,アームズレジェンド,牡3,55.0,岩田望,上村,488(-4),栗東,2023106637,1174,ダノンレジェンド,アームズトウショウ,コロナドズクエスト,1.9563826401007185,2,0.5283152174155746,2,,
11,6,12,レッドレベンディス,牡3,55.0,武豊,庄野,446(-2),栗東,2023101900,666,クリソベリル,レッドシャーロット,ロードカナロア,0.7319935928508423,4,-0.048492949115413984,4,,
12,7,13,キンダープンシュ,牝3,53.0,Ｍデムーロ,大久保,478(-2),栗東,2023106989,5212,モーリス,グリューヴァイン,ゴールドアリュール,0.8700533176227095,3,0.01654681655081852,3,,
13,7,14,グラスゴー,牝3,51.0,△田山,浜田,452(+12),栗東,2023103218,1220,モズアスコット,トモノメジェール,ゼンノロブロイ,-0.3043380318567005,10,-0.5367074963692372,10,,
14,8,15,マウンテンバローズ,牡3,55.0,吉村,清水久,530(-6),栗東,2023100942,1216,キタサンブラック,ターフウォー,War Front,0.2248622307330097,6,-0.2874019068773109,6,,
15,8,16,ラヴネヴァーダイズ,牡3,55.0,坂井,渡辺,476(-8),栗東,2023102131,1163,ミッキーアイル,モーレアモーレ,ジャイアントレッカー,1.9713258114356762,1,0.5353549269582525,1,,
