,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ファイタージェット,牡3,55.0,津村,林,508(0),美浦,2023101114,1092,デクラレーションオブウォー,オムニプレゼンス,ディープインパクト,1.140348506206793,3,0.0446513287332008,6,,10,50.0,45.2,47.1,6
1,1,2,プルメリアクヒオ,牡5,55.0,▲石神道,深山,464(+6),美浦,2021103208,1209,ホッコータルマエ,プルメリアミコ,ケイムホーム,-1.2934596567587917,13,-0.0405589294231265,14,,12,43.7,43.9,46.1,13
2,2,3,ミアルーチェ,牝3,53.0,ゴンサルベ,加藤士,480(+4),美浦,2023107408,5675,ルーラーシップ,アースマリン,マリエンバード,1.140348506206793,3,0.0446513287332008,8,,3,45.9,54.7,46.2,10
3,2,4,ヴェラグエリエロ,牡6,58.0,菊沢,辻,456(-2),美浦,2020102772,1161,レッドファルクス,ウララカ,ワイルドラッシュ,0.6809723368069901,7,0.0285680718105493,15,,9,43.5,45.7,46.1,16
4,3,5,ソクヅモドラドラ,牡4,58.0,石川,上原佑,508(-2),美浦,2022104704,1150,ミッキーアイル,オリエンタルポピー,キングカメハメハ,-1.2934596567587917,13,-0.0405589294231265,12,,16,44.1,43.5,46.3,9
5,3,6,ムーランブルー,牝6,56.0,吉田豊,久保田,500(-4),美浦,2020101341,733,ジャスタウェイ,アドアード,Galileo,-1.2934596567587917,13,-0.0405589294231265,16,,14,43.1,43.5,46.1,12
6,4,7,ディアスポラ,牡5,58.0,松岡,田中剛,518(-4),美浦,2021102498,1085,マジェスティックウォリアー,ウエバフラッシュ,ダイワメジャー,-1.2934596567587917,13,-0.0405589294231265,11,,6,44.7,48.4,46.1,14
7,4,8,タマモトリノ,牡4,58.0,大野,辻,504(-4),美浦,2022106199,1096,ルヴァンスレーヴ,タマモリド,ワイルドラッシュ,-0.6914073777731974,9,-0.019480427470262,7,,7,47.1,47.3,47.3,5
8,5,9,カイトヴィント,牡4,58.0,柴田大,和田雄,502(0),美浦,2022102991,1009,ルヴァンスレーヴ,ハートフルデイズ,キングカメハメハ,-1.2934596567587917,13,-0.0405589294231265,13,,13,43.7,43.6,46.1,15
9,5,10,ジェイエルモーダル,牡3,55.0,丸山,松尾,450(-2),美浦,2023106313,1127,デクラレーションオブウォー,ジェイエルノブレス,ヨハネスブルグ,1.140348506206793,3,0.0446513287332008,2,,2,61.5,62.1,61.2,2
10,6,11,ローズマイスター,牡4,58.0,荻野極,黒岩,--,美浦,2022104419,1160,ドレフォン,ロゼラニ,ブラックタイド,1.140348506206793,3,0.0446513287332008,1,,1,81.9,81.6,84.8,1
11,6,12,ブルージャイアント,牡4,58.0,江田照,蛯名正,542(-2),美浦,2022101450,689,サンダースノー,ブルーチッパー,ボーナスフィーバー,1.140348506206793,3,0.0446513287332008,4,,8,53.7,46.0,46.7,8
12,7,13,マッドゲイル,牡3,55.0,石橋脩,上原佑,454(0),美浦,2023103701,1077,ルヴァンスレーヴ,チェリーペトルズ,ダイワメジャー,0.6809723368069901,7,0.0285680718105493,3,,5,55.5,52.9,49.9,3
13,7,14,オルブライト,牡3,55.0,野中,杉浦,484(-2),美浦,2023101644,1158,オルフェーヴル,エナジャイズ,キングカメハメハ,0.6809723368069901,7,0.0285680718105493,10,,11,45.1,44.0,46.7,7
14,8,15,レイヒストリコ,牡3,55.0,原,黒岩,504(+2),美浦,2023107163,1184,レイデオロ,ヒストリックレディ,ネオユニヴァース,-0.6914073777731974,9,-0.019480427470262,5,,4,51.3,54.0,47.4,4
15,8,16,タイキフィアリーベ,牡4,58.0,木幡巧,室井,472(-2),美浦,2022103156,1162,ラブリーデイ,ラブインブルーム,タイキシャトル,-1.2934596567587917,13,-0.0405589294231265,9,,15,45.1,43.5,46.1,11
