,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ジュンクロノシップ,牡3,57.0,松若,浜田,514(0),栗東,2023104586,1154,レッドファルクス,ビートザオッズ,ロードカナロア,-0.8341406440460831,13,-0.4213420054674281,16,,15,44.4,41.8,43.4,11
1,1,2,ホウオウワイズ,牝3,53.0,△田山,吉岡,458(0),栗東,2023107525,1220,Bolt d'Oro,Oh Wise One,ダンカーク,-0.8132625637668518,12,-0.4141604654903442,11,,9,44.6,46.8,43.3,14
2,2,3,チョウスター,牝3,55.0,幸,羽月,460(0),栗東,2023104226,732,エスポワールシチー,アラモアナワヒネ,グラスワンダー,0.9266042736886092,4,0.1843104226793128,8,,13,45.1,43.4,44.2,8
3,2,4,ウイルソン,牡3,57.0,松山,杉山晴,472(0),栗東,2023107359,1126,コントレイル,ロクセラーナ,キングカメハメハ,1.297282038825466,2,0.3118143480088149,5,,2,50.0,59.5,79.6,1
4,3,5,ブルークレスト,牡3,57.0,城戸,宮地,470(0),栗東,2023101888,1147,レッドファルクス,エンプレスラブ,マイネルラヴ,-0.4979427510348233,10,-0.3056982979722752,9,,11,44.8,44.5,43.6,9
5,3,6,サンライズナスカ,牡3,57.0,藤懸,小林,514(+2),栗東,2023100945,1138,フォーウィールドライブ,ディナスティーア,ダイワメジャー,-1.0327084121057242,14,-0.4896443754846174,3,,12,55.3,44.4,52.2,5
6,4,7,ダイシンヨーク,牝3,55.0,西塚,吉田,482(-8),栗東,2023104257,1200,ダイシンバルカン,ダイシンキャラミ,ルーラーシップ,-1.1703354416894574,15,-0.5369846482330696,15,,7,44.4,50.6,43.2,15
7,4,8,ファツアップ,牡3,57.0,古川吉,緒方,508(-6),栗東,2023105209,1015,モーニン,エルシェロアスール,アドマイヤジャパン,0.5926189360564285,5,0.0694277791658026,6,,5,48.9,51.0,57.0,4
8,5,9,ブロンザイト,牡3,57.0,国分優,福永,502(+12),栗東,2023106979,1125,クリソベリル,クルークハイト,クロフネ,0.1109392887130216,7,-0.0962580308933452,14,,14,44.4,42.8,43.5,10
9,5,10,ハピネスサンライズ,牝3,55.0,西村淳,東田,472(+6),栗東,2023100910,1171,ダノンスマッシュ,オークヴィル,タニノギムレット,0.2092764826981466,6,-0.0624324836977563,1,,3,83.0,53.8,61.4,2
10,6,11,ラッキーストーン,牡3,57.0,田口,高柳大,492(-2),栗東,2023110018,1208,Lucky Vega,Sapphire Ring,Galileo,-1.1703466378691472,16,-0.5369884994402188,12,,8,44.5,49.7,43.3,13
11,6,12,オアシスアラン,牡3,57.0,松本,高柳大,482(-6),栗東,2023102459,1191,レイデオロ,オアシスクイーン,シニスターミニスター,-0.3269109033642141,9,-0.2468675992215455,7,,6,47.4,50.7,51.2,6
12,7,13,タガノプディング,牝3,55.0,横山典,小林,444(0),栗東,2023104326,660,ミスチヴィアスアレックス,タガノブディーノ,ヘニーヒューズ,1.7725938766552465,1,0.4753097900850379,4,,4,53.8,52.8,57.3,3
13,7,14,ガロピーネ,牝3,52.0,▲和田陽,笹田,426(0),栗東,2023103194,1223,サトノダイヤモンド,メジェールスー,ロードカナロア,-0.5052031592765523,11,-0.3081956977015882,13,,10,44.5,45.4,43.2,16
14,8,15,リザレクティア,牝3,55.0,酒井,高橋康,456(+14),栗東,2023102232,1034,サートゥルナーリア,フリークアウト,キンシャサノキセキ,0.0238868890877122,8,-0.1262018896987996,10,,16,44.7,40.6,43.3,12
15,8,16,モズジェネラル,牡3,57.0,岩田望,田中克,502(+4),栗東,2023105727,1174,モズアスコット,モズアーントモー,Uncle Mo,0.9276568638812264,3,0.1846724875074323,2,,1,60.1,82.3,50.2,7
