,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,カーシュジアン,牝3,55.0,丸田,柄崎,美浦,2022101264,1117,リアルスティール ,トップオブマイリスト Top Of My List(豪) ,High Chaparral (愛) ,-1.6064461128003924,14,-0.08764301339372876,14,,
1,2,2,プロメテドール,牝3,53.0,◇今村,久保田,美浦,2022105284,1193,ブリックスアンドモルタル Bricks and Mortar(米) ,カラライナ Curalina(米) ,Curlin (米) ,-1.6064461128003924,14,-0.08764301339372876,14,,
2,2,3,スターライトナイト,牝3,55.0,内田博,伊藤大,美浦,2022105852,422,ルーラーシップ ,ムーンライトナイト ,ステイゴールド ,0.8772871737918017,5,0.09470120796083478,5,,
3,3,4,ライヴスプーン,牝3,52.0,▲遠藤,尾形,美浦,2022104264,1218,カリフォルニアクローム California Chrome(米) ,クイックモーション ,ディープインパクト ,-0.17590809700280569,9,0.017380477661791523,9,,
4,3,5,ヴァイオパイシーズ,牝3,55.0,田辺,和田勇,美浦,2022105217,1075,ニューイヤーズデイ ,アムールポエジー ,ネオユニヴァース ,-0.17590809700280569,9,0.017380477661791523,9,,
5,4,6,アナベルケイツー,牝3,55.0,木幡巧,牧,美浦,2022101744,1162,ドレフォン Drefong(米) ,ディープブルース ,ディープインパクト ,1.36696729888557,1,0.13065126008802563,1,,
6,4,7,ブラックモノリス,牝3,55.0,菊沢,青木,美浦,2022105599,1161,アルバート ,バージニアストック ,ディープブリランテ ,1.0152229439408313,3,0.10482781484754942,3,,
7,5,8,ジュテパッセ,牝3,55.0,杉原,林,美浦,2022105344,1135,ロードカナロア ,ザレマ ,ダンスインザダーク ,1.0152229439408313,3,0.10482781484754942,3,,
8,5,9,キタノマーシャル,牝3,55.0,津村,奥平,美浦,2022106164,1092,ミッキーグローリー ,タイキルナ ,タイキシャトル ,-0.17590809700280569,9,0.017380477661791523,9,,
9,6,10,マインドミー,牝3,55.0,柴田大,高橋文,美浦,2022103613,1009,シュヴァルグラン ,グラスティファニー ,キングカメハメハ ,-0.17590809700280569,9,0.017380477661791523,9,,
10,6,11,ムーンビーナス,牝3,55.0,小野寺,谷,栗東,2022106571,1123,シュヴァルグラン ,ヤマカツセレーヌ ,キングカメハメハ ,0.5848636159181461,6,0.07323282153865056,6,,
11,7,12,トラストユー,牝3,55.0,横山琉,斎藤誠,美浦,2022101496,1192,ノーブルミッション Noble Mission(英) ,フェリーチェレガロ ,マンハッタンカフェ ,-0.17590809700280569,9,0.017380477661791523,9,,
12,7,13,プレイアブルゲーム,牝3,52.0,▲石田,小笠,美浦,2022105566,1203,レイデオロ ,レイヨンヴェール ,ゴールドアリュール ,1.0152229439408313,3,0.10482781484754942,3,,
13,8,14,ミヤグリフォン,牝3,55.0,戸崎圭,千葉,美浦,2022100763,5386,カリフォルニアクローム California Chrome(米) ,エルクイーン ,Tiznow ,-1.6064461128003924,14,-0.08764301339372876,14,,
14,8,15,リュウノヒルド,牝3,55.0,大野,伊坂,美浦,2022107028,1096,エピカリス ,アルコシエロ ,ハーツクライ ,-0.17590809700280569,9,0.017380477661791523,9,,
