,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,サンマルグレイト,牡5,60.0,大江圭,佐藤吉,美浦,2020101779,01120,グレーターロンドン ,サンマルベラータ ,ハービンジャー Harbinger(英) 
1,2,2,スピアヘッド,牡6,60.0,石神深,菊川,美浦,2019102219,01059,ハービンジャー Harbinger(英) ,チュウワプリンセス ,スペシャルウィーク 
2,3,3,シホノスペランツァ,牡6,60.0,高田,寺島,栗東,2019105654,01046,ブラックタイド ,メジロスプレンダー ,シンボリクリスエス 
3,4,4,ワールドスケール,牡8,61.0,黒岩,加藤公,栗東,2017106372,01072,ワールドエース ,アモーレヴォレ ,アグネスデジタル 
4,5,5,フリーダムレイン,牡4,60.0,中村,高橋一,栗東,2021105792,01101,ミッキーアイル ,マンデラ Mandela(独) ,Acatenango 
5,6,6,パープルアドミラル,牡5,60.0,上野,堀内,美浦,2020104328,01087,シビルウォー ,ママノヨリミチ ,マンハッタンカフェ 
6,7,7,スズカキング,牡8,60.0,小野寺,谷,栗東,2017105614,01123,キズナ ,リアリサトリス Realisatrice(仏) ,Numerous 
7,8,8,エコロマーベリック,セ5,60.0,草野,岩戸,美浦,2020102902,01113,ハーツクライ ,スターシップトラッフルズ Starship Truffles(米) ,Ghostzapper 
