,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ジーティーレイナ,牝3,52.0,▲上里,天間,美浦,2022100015,01217,ドレフォン Drefong(米) ,レイナプティ ,ネオユニヴァース ,-1.0136676008762036,4
1,1,2,ペイシャケリー,牝3,55.0,木幡初,本間,美浦,2022102290,01153,エスポワールシチー ,ペイシャオブワキア ,フリオーソ ,-1.2997310671859548,7
2,2,3,シュガーハイ,牡3,53.0,★小林美,加藤士,美浦,2022104177,01206,リオンディーズ ,ミリオンセラーII Million Seller(米) ,A.P. Indy ,-0.4158624957877742,2
3,2,4,エコロジェイド,牡3,56.0,☆横山琉,小西,美浦,2022103497,01192,レッドファルクス ,エリモフローラ ,ゼンノロブロイ ,-1.3724621740727654,8
4,3,5,ロアリングフレイム,牝3,55.0,横山典,稲垣,美浦,2022102019,00660,オーヴァルエース ,チャンピオンダイヤ ,ダンスインザダーク ,-1.2765845190619671,5
5,3,6,フルグライト,牡3,54.0,▲遠藤,堀内,美浦,2022102555,01218,オーヴァルエース ,タガノディナー ,タニノギムレット ,-1.8463924581381168,13
6,4,7,ダルドワーズ,牝3,55.0,石川,池上,美浦,2022106933,01150,エピカリス ,リンガスウーノ ,サウスヴィグラス ,-0.9691648494059077,3
7,4,8,ジルクン,牡3,57.0,津村,鈴木慎,美浦,2022101022,01092,オルフェーヴル ,エジル ,Stormy Atlantic ,-1.819633409887239,11
8,5,9,アルマヴィーナス,牝3,55.0,内田博,中舘,美浦,2022100217,00422,サトノダイヤモンド ,アルマディヴァン ,メジロベイリー ,0.6852416366385634,1
9,5,10,キタノショウリュウ,牡3,57.0,松岡,伊藤伸,美浦,2022102042,01085,トゥザワールド ,ホウヨウバルキリー ,スターリングローズ ,-1.296121647044926,6
10,6,11,ニシノクレシダ,牝3,53.0,△長浜,栗田,美浦,2022100234,01214,モズアスコット ,アドマイヤエレノア ,ディープインパクト ,-1.8351165390403508,12
11,6,12,ガストフロント,牡3,57.0,武藤,水野,美浦,2022103029,01169,ロジャーバローズ ,ディアジーローズ ,ワイルドラッシュ Wild Rush(米) ,-3.198394707045418,16
12,7,13,ペイシャブギー,牝3,55.0,佐々木,本間,美浦,2022102528,01197,モーニン ,ミニョンレーヌ ,ディープインパクト ,-2.2160696184982003,14
13,7,14,ノブダブルホワイト,牡3,57.0,木幡育,松永康,美浦,2022101614,01167,バゴ Bago(仏) ,ステルス ,ディープインパクト ,-1.4744462620439323,9
14,8,15,シンボリライト,牡3,57.0,岩部,菊川,美浦,2022101544,00726,ドレフォン Drefong(米) ,ライトフェアリー ,サムライハート ,-1.6105679193216387,10
15,8,16,ヒソカ,牡3,54.0,▲佐藤,杉浦,美浦,2022104334,01207,バトルプラン Battle Plan(米) ,マイネチリペッパー ,ネオユニヴァース ,-2.9934941490886464,15
