,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank,score_hitrate,rank_hitrate,score_value,rank_value
0,1,1,ヴァカンツァ,牝3,53.0,角田和,高橋亮,栗東,2022100416,1186,ノーブルミッション Noble Mission(英) ,マヤブリリアント ,メイショウボーラー ,0.9161106429480849,2,0.10381928787945621,2,,
1,2,2,ニューオーリンズ,牡3,55.0,松若,杉山晴,栗東,2022106920,1154,,,,0.5064903688539509,3,-0.026152860993346468,3,,
2,3,3,メティエダール,牝4,56.0,武豊,松永幹,栗東,2021110072,666,,,,0.3470654015368761,4,-0.07673826141572582,4,,
3,4,4,パワーアイガー,牡3,51.0,★河原田,大橋,栗東,2022101585,1204,,,,-0.5277268814396805,7,-0.3543090752316433,7,,
4,5,5,モカラマーズ,牡3,55.0,松山,高柳大,栗東,2022103609,1126,,,,-0.7120093717078432,9,-0.4127817455914121,9,,
5,5,6,ジェバーダ,牝3,50.0,▲田山,松下,栗東,2022110141,1220,,,,-0.8844364988497583,10,-0.467492719769044,10,,
6,6,7,サンウイキョウ,牡4,58.0,秋山稔,秋山,栗東,2021101306,1181,,,,-0.22361455335682176,6,-0.25781450384586146,6,,
7,6,8,シルフズミスチーフ,牝3,53.0,団野,池江,栗東,2022110001,1180,,,,-0.5506458106727912,8,-0.36158123110546736,8,,
8,7,9,アメリカンポリス,牡3,55.0,坂井,池江,栗東,2022110106,1163,,,,-0.014049769368238015,5,-0.19131978416115775,5,,
9,7,10,サンライズブレイク,牡3,54.0,☆高杉,浜田,栗東,2022101396,1213,,,,-1.3428108906558696,11,-0.6129345068560115,11,,
10,8,11,クリオシダード,牡3,54.0,☆吉村,清水久,栗東,2022106627,1216,,,,-1.3530493026659587,12,-0.6161831458862431,12,,
11,8,12,エイシンコクスン,牝4,56.0,岩田康,大久保,栗東,2021100090,5203,,,,1.9556927711919385,1,0.4336777731227044,1,,
