,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_type,course_len,weather,ground_state,date,class,horse_id,jockey_id,通過,上り
202304030303,1,8,14,ブループリマドンナ,牝2,55.0,北村宏司,0:1:57.5,,11.3,5.0,468,[西] 小林真也,ダート,1800,晴,良,2023年08月19日,新馬,2021100703,01043,1-1-1-1,39.1
202304030303,2,7,13,ルクスマーベリック,牡2,55.0,西村淳也,0:1:58.1,4,3.8,1.0,458,[西] 松永幹夫,ダート,1800,晴,良,2023年08月19日,新馬,2021104105,01171,4-6-3-4,39.4
202304030303,3,5,9,キミハスコール,牡2,55.0,吉田豊,0:1:58.6,3,19.1,7.0,456,[東] 加藤征弘,ダート,1800,晴,良,2023年08月19日,新馬,2021104313,00733,10-9-7-7,39.3
202304030303,4,1,1,ルージュエリシア,牝2,55.0,三浦皇成,0:1:59.1,3,7.7,4.0,436,[東] 栗田徹,ダート,1800,晴,良,2023年08月19日,新馬,2021102402,01122,4-4-3-2,40.4
202304030303,5,4,6,ピュアケミストリー,牝2,55.0,石橋脩,0:1:59.1,ハナ,3.8,2.0,468,[西] 西園翔太,ダート,1800,晴,良,2023年08月19日,新馬,2021101635,01077,2-2-2-3,40.5
202304030303,6,2,3,ヴェスペロ,牡2,54.0,原優介,0:1:59.3,1.1/2,36.9,9.0,418,[東] 黒岩陽一,ダート,1800,晴,良,2023年08月19日,新馬,2021102166,01184,11-11-10-9,39.5
202304030303,7,4,7,カフェアローロ,牝2,55.0,丸田恭介,0:1:59.4,クビ,15.4,6.0,486,[東] 古賀慎明,ダート,1800,晴,良,2023年08月19日,新馬,2021100469,01117,7-7-6-6,40.3
202304030303,8,3,4,アカキチノイレブン,牡2,54.0,永野猛蔵,0:1:59.4,アタマ,40.8,10.0,486,[東] 伊藤圭三,ダート,1800,晴,良,2023年08月19日,新馬,2021104644,01188,4-4-5-4,40.6
202304030303,9,3,5,ルタンアリュール,牡2,55.0,斎藤新,0:1:59.9,3,5.4,3.0,474,[東] 斎藤誠,ダート,1800,晴,良,2023年08月19日,新馬,2021100496,01178,7-7-7-7,40.7
202304030303,10,8,15,ナックエクレール,牡2,55.0,内田博幸,0:2:01.2,8,55.4,12.0,484,[東] 杉浦宏昭,ダート,1800,晴,良,2023年08月19日,新馬,2021105170,00422,7-9-10-10,41.3
202304030303,11,5,8,ブルズアイ,牡2,55.0,菊沢一樹,0:2:01.5,2,91.3,13.0,556,[東] 松山将樹,ダート,1800,晴,良,2023年08月19日,新馬,2021100466,01161,11-11-10-11,41.7
202304030303,12,7,12,パレスパートナー,牝2,51.0,小林美駒,0:2:01.6,クビ,52.2,11.0,488,[東] 鈴木伸尋,ダート,1800,晴,良,2023年08月19日,新馬,2021102357,01206,13-13-14-14,40.7
202304030303,13,6,11,ショウナンサクレツ,牡2,55.0,丸山元気,0:2:03.8,大,23.0,8.0,472,[東] 久保田貴,ダート,1800,晴,良,2023年08月19日,新馬,2021101834,01127,13-13-13-13,43.3
202304030303,14,6,10,テリオスボス,牡2,55.0,武藤雅,0:2:04.2,2.1/2,217.2,14.0,502,[東] 田島俊明,ダート,1800,晴,良,2023年08月19日,新馬,2021100544,01169,3-3-7-11,44.9
202304030303,除,2,2,エンブレムボム,牡2,55.0,菅原明良,,,---,,計不,[西] 森秀行,ダート,1800,晴,良,2023年08月19日,新馬,2021110134,01179,,
