race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
,2023/10/25,門別,晴,3,3歳以上C4ー3,,8,2,2,8.5,4,5,落合玄太,54,ダート,1200,稍,1:17.2,1.3,7-7,38.3,460,ディマリア
202301020102,2023/08/12,札幌,晴,2,3歳未勝利,未勝利,14,3,4,98.1,12,11,勝浦正樹,54,ダート,1700,良,1:50.6,3.3,14-14-13-12,40.7,440,オシゲ
202301010202,2023/07/23,札幌,晴,2,3歳未勝利,未勝利,14,3,4,89.0,11,8,勝浦正樹,54,ダート,1700,良,1:49.9,2.0,11-11-9-11,39.8,452,ロフティーイデアル
202302010106,2023/06/10,函館,曇,6,3歳未勝利,未勝利,14,2,2,222.4,13,9,勝浦正樹,54,ダート,1700,重,1:46.0,1.6,11-11-11-12,38.7,448,ダンツビガー
202304010401,2023/05/07,新潟,雨,1,3歳未勝利,未勝利,14,5,7,66.6,10,10,武藤雅,54,ダート,1800,不,1:55.4,2.3,10-9-10-10,39.3,460,パルメリータ
202306030801,2023/04/16,中山,曇,1,3歳未勝利,未勝利,15,7,12,32.6,7,6,菅原明良,54,ダート,1800,不,1:55.1,2.2,7-7-6-6,39.0,462,ヒラリーステップ
202306030301,2023/04/01,中山,晴,1,3歳未勝利,未勝利,14,2,2,54.8,7,5,菅原明良,54,ダート,1800,良,1:56.5,1.3,5-5-7-6,40.0,462,コロンビアテソーロ
202306020301,2023/03/04,中山,晴,1,3歳未勝利,未勝利,16,1,1,124.4,14,8,武藤雅,54,ダート,1800,良,1:56.7,0.9,8-8-9-8,40.7,462,ルルシュシュ
202306010802,2023/01/22,中山,曇,2,3歳未勝利,未勝利,15,8,14,138.3,13,8,武藤雅,54,ダート,1800,良,1:57.6,2.3,11-12-11-9,40.0,466,フェブランシェ
202206050102,2022/12/03,中山,晴,2,2歳未勝利,未勝利,16,1,1,84.8,10,6,武藤雅,54,ダート,1800,稍,1:57.7,1.6,13-13-13-12,39.7,468,ワタシデイイデスカ
202205050303,2022/11/12,東京,晴,3,2歳未勝利,未勝利,11,3,3,46.2,5,10,ドイル,54,芝,2000,良,2:03.6,2.7,11-10-10,35.1,470,ドゥレッツァ
202205040805,2022/10/29,東京,晴,5,2歳新馬,新馬,15,8,14,46.6,9,9,田辺裕信,54,芝,1600,良,1:37.3,1.8,4-4,35.5,476,シャンパンカラー
