race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
,2024/07/21,高知,晴,12,ファイナルレース,,12,6,7,19.4,10,12,木村直輝,56,ダート,1400,稍,1:42.6,8.5,10-10-11-12,48.7,471,ピカケ
202409010608,2024/03/10,阪神,晴,8,4歳以上1勝クラス,1勝クラス,16,1,2,110.3,12,14,田口貫太,57,ダート,1200,良,1:14.2,2.1,13-14,38.0,504,バトゥーキ
202410020412,2024/02/18,小倉,晴,12,4歳以上1勝クラス,1勝クラス,17,7,14,58.7,15,10,小沢大仁,57,芝,1200,良,1:08.6,0.6,7-9,34.7,500,トリップトゥムーン
202410010512,2024/01/27,小倉,晴,12,4歳以上1勝クラス,1勝クラス,18,1,1,27.5,10,17,菱田裕二,58,芝,1200,良,1:10.0,1.0,16-14,34.6,502,サトノグレイト
202408010412,2024/01/13,京都,晴,12,4歳以上1勝クラス,1勝クラス,18,2,3,17.0,8,17,岩田望来,58,芝,1600,良,1:36.9,1.8,14-14,36.1,504,スズカダブル
202309040304,2023/09/16,阪神,晴,4,3歳以上1勝クラス,1勝クラス,18,5,9,39.8,7,6,菱田裕二,58,芝,1600,良,1:32.6,0.4,17-16,33.8,502,マイネルラッシュ
202304020412,2023/08/06,新潟,晴,12,3歳以上1勝クラス,1勝クラス,18,6,11,49.5,11,7,菱田裕二,58,芝,1600,良,1:33.4,0.7,15-15,33.3,492,アイオブザストーム
202307030409,2023/07/09,中京,曇,9,タイランドC,1勝クラス,18,2,3,62.3,14,4,菱田裕二,58,芝,1400,稍,1:21.3,1.1,17-16,35.1,500,スズハローム
202309030412,2023/06/11,阪神,曇,12,3歳以上1勝クラス,1勝クラス,15,6,11,61.2,10,4,松若風馬,58,芝,1400,稍,1:22.2,0.3,12-10,35.5,502,マチカゼ
202309010209,2023/02/12,阪神,晴,9,4歳以上1勝クラス,1勝クラス,17,5,10,49.7,11,14,坂井瑠星,58,芝,1600,良,1:35.3,1.3,16-16,33.9,482,ディオ
202307010912,2023/01/28,中京,晴,12,4歳以上1勝クラス,1勝クラス,13,6,8,34.6,9,5,福永祐一,57,芝,1600,良,1:35.1,0.5,3-2-2,35.3,486,カルタゴ
202207040412,2022/06/12,中京,晴,12,3歳以上1勝クラス,1勝クラス,16,2,4,4.0,1,11,福永祐一,54,芝,1200,良,1:09.5,1.0,13-13,34.3,480,クリノマジン
202205021106,2022/05/28,東京,晴,6,3歳1勝クラス,1勝クラス,11,6,7,38.8,9,4,菅原明良,56,芝,1400,良,1:21.8,0.3,2-2,34.5,488,ファロロジー
202209010406,2022/02/20,阪神,晴,6,3歳1勝クラス,1勝クラス,13,5,7,13.9,7,9,松山弘平,56,芝,1400,稍,1:22.8,1.1,8-8,35.3,472,アネゴハダ
202105040111,2021/10/09,東京,曇,11,サウジアラビアRC(GIII),オープン,7,5,5,36.1,5,5,横山武史,55,芝,1600,良,1:37.2,0.8,1-1,34.6,474,コマンドライン
202107050609,2021/09/25,中京,曇,9,野路菊S(OP),オープン,8,7,7,7.6,4,8,福永祐一,54,芝,2000,良,2:01.1,1.3,2-1-1-1,36.3,476,ロン
202104030501,2021/08/07,新潟,晴,1,2歳未勝利,未勝利,11,1,1,2.5,1,1,福永祐一,54,芝,2000,良,2:01.7,-0.4,7-6-9-8,34.8,472,(ミヤコプレジール)
202110030605,2021/07/18,小倉,曇,5,2歳新馬,新馬,7,3,3,9.6,4,2,岩田望来,54,芝,2000,良,2:04.0,0.4,1-1-1-1,36.2,474,グーデンドラーク
