,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202605021209,2026/05/31,東京,晴,09,薫風S,3勝クラス,15,7,12,177.0,13,11,舟山瑠泉,58,ダート,1600,良,0:1:38.0,2.7,9-7,38.5,478,メイショウハチロー
1,202606030812,2026/04/19,中山,晴,12,サンシャインS,3勝クラス,18,8,18,35.2,13,16,高杉吏麒,55,芝,2200,良,0:2:11.7,1.0,7-7-6-7,35.0,486,パンジャ
2,202608010810,2026/01/24,京都,晴,10,下鴨S,3勝クラス,15,6,11,87.9,12,14,鮫島良太,58,ダート,1900,良,0:2:00.0,0.8,15-15-15-14,36.7,486,アスクシュタイン
3,202606010311,2026/01/10,中山,晴,11,迎春S,3勝クラス,17,3,6,63.8,11,6,三浦皇成,58,芝,2200,良,0:2:11.5,0.8,8-8-9-8,34.5,480,アスクナイスショー
4,202506050712,2025/12/27,中山,曇,12,グレイトフルS,3勝クラス,14,6,9,100.4,10,10,三浦皇成,58,芝,2500,良,0:2:36.3,0.8,7-9-7-9,34.6,486,ミクニインスパイア
5,202504040311,2025/10/25,新潟,曇,11,魚沼S,3勝クラス,18,2,4,44.9,14.0,11,国分恭介,58.0,芝,2000,良,0:1:59.3,1.1,14-15,33.5,480,シンハナーダ
6,202506040410,2025/09/14,中山,曇,10,レインボーS,3勝クラス,14,4,5,13.8,6.0,4,三浦皇成,55.0,芝,2000,良,0:1:59.7,0.4,10-10-8-7,34.2,482,ブラックシールド
7,202507030707,2025/08/16,中京,晴,07,高山S,3勝クラス,9,3,3,9.1,4.0,6,国分恭介,55.0,芝,2000,良,0:1:59.1,0.7,7-6-3-5,34.8,482,バールデュヴァン
8,202503020111,2025/06/28,福島,晴,11,バーデンバーデンC,3勝クラス,16,4,7,16.0,7.0,9,国分恭介,58.0,芝,2000,良,0:1:59.9,0.6,10-10-11-10,35.8,478,アンゴラブラック
9,202507020510,2025/03/29,中京,晴,10,熊野特別,2勝クラス,9,3,3,2.9,1.0,1,国分恭介,57.0,芝,2200,稍重,0:2:13.4,-0.6,6-6-5-6,37.0,478,(バンフィエルド)
10,202507020110,2025/03/15,中京,小雨,10,恋路ケ浜特別,2勝クラス,13,4,4,10.1,6.0,5,国分恭介,58.0,芝,2000,良,0:2:01.2,0.3,5-5-5-5,35.0,478,ヴィレム
11,202510010510,2025/02/08,小倉,曇,10,RKB賞,2勝クラス,16,5,10,7.6,4.0,9,国分恭介,57.0,芝,2000,稍重,0:2:03.0,0.5,9-9-9-7,36.6,480,クレバーテースト
12,202403030512,2024/11/16,福島,曇,12,3歳以上1勝クラス,1勝クラス,16,2,3,6.3,3.0,1,国分恭介,56.0,芝,2000,良,0:2:00.5,-0.4,13-12-9-6,35.2,476,(パンジャ)
13,202404040809,2024/10/27,新潟,晴,09,湯沢特別,1勝クラス,16,1,1,25.7,7.0,5,国分恭介,56.0,芝,2000,良,0:2:00.0,0.6,11-11,34.5,484,クロシェットノエル
14,202407020406,2024/08/18,中京,晴,06,3歳未勝利,未勝利,18,4,8,8.0,3.0,1,国分恭介,57.0,芝,2000,良,0:2:00.2,-0.0,9-8-9-9,34.6,480,(ファミリータイム)
15,202402010506,2024/06/22,函館,曇,06,3歳未勝利,未勝利,16,3,5,3.3,1.0,7,鮫島克駿,57.0,芝,2000,良,0:2:01.5,0.5,6-5-7-6,36.7,498,コーラルムーン
16,202408031205,2024/05/26,京都,晴,05,3歳未勝利,未勝利,14,6,9,10.7,5.0,2,西塚洸二,55.0,芝,2000,良,0:2:00.8,0.0,7-8-8-7,34.1,492,ディーガレジェンド
17,202404010505,2024/05/11,新潟,晴,05,3歳未勝利,未勝利,14,6,11,20.3,7.0,4,西塚洸二,55.0,芝,2000,良,0:2:03.8,0.5,10-11-11-11,36.2,496,ホワイトビーチ
18,202403010205,2024/04/07,福島,晴,05,3歳未勝利,未勝利,16,7,13,43.0,10.0,6,鮫島良太,57.0,芝,1800,良,0:1:49.4,1.0,8-8-3-2,36.5,500,スプリンクルソルト
