,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202608030707,2026/05/16,京都,晴,07,4歳以上1勝クラス,1勝クラス,11,5,5,4.2,3,2,坂井瑠星,56,芝,1600,良,0:1:33.3,0.0,5-5,33.2,452,コルドンブルー
1,202609020707,2026/04/18,阪神,晴,07,4歳以上1勝クラス,1勝クラス,14,7,11,8.0,5,3,坂井瑠星,56,芝,1600,良,0:1:34.1,0.2,2-2,33.2,444,エーデルヴェーグ
2,202607010609,2026/03/29,中京,晴,09,4歳以上1勝クラス,1勝クラス,15,1,2,7.5,4,2,松山弘平,56,芝,1600,良,0:1:33.7,0.0,2-2-2,33.9,448,アンダーザライト
3,202610010908,2026/02/21,小倉,晴,08,4歳以上1勝クラス,1勝クラス,16,2,4,4.4,2,5,亀田温心,55,芝,1800,良,0:1:47.7,0.7,2-2-2-2,36.8,446,ハニードレス
4,202608010712,2026/01/18,京都,晴,12,4歳以上1勝クラス,1勝クラス,8,8,11,4.9,2,3,西村淳也,55,芝,1600,良,0:1:36.2,0.1,2-2,35.2,448,サク
5,202507050606,2025/12/21,中京,雨,06,3歳以上1勝クラス,1勝クラス,16,5,9,4.6,3,11,亀田温心,55,芝,1600,稍重,0:1:37.2,1.1,12-13-14,35.3,448,ノクナレア
6,202509040104,2025/09/06,阪神,晴,04,3歳未勝利,未勝利,18,1,2,11.5,6.0,1,亀田温心,55.0,芝,1600,良,0:1:32.6,-0.2,3-3,34.5,432,(エンベッカ)
7,202507030611,2025/08/10,中京,曇,11,3歳未勝利,未勝利,15,1,1,4.8,3.0,3,佐々木大,55.0,芝,1600,良,0:1:35.3,0.2,3-3-3,33.8,438,カウンティフェア
8,202508020105,2025/04/26,京都,晴,05,3歳未勝利,未勝利,18,3,5,4.7,3.0,7,吉村誠之,54.0,芝,1800,良,0:1:48.5,0.5,11-10,34.8,436,エイカイカッシーナ
9,202509010505,2025/03/15,阪神,小雨,05,3歳未勝利,未勝利,18,8,16,17.8,8.0,7,吉村誠之,53.0,芝,1800,良,0:1:48.4,0.8,11-11,34.2,436,レッドフェルメール
10,202508010305,2025/02/10,京都,晴,05,3歳未勝利,未勝利,18,4,7,7.8,3.0,4,吉村誠之,53.0,芝,1600,良,0:1:36.8,0.5,4-6,34.7,436,インヴォーグ
11,202408060504,2024/11/16,京都,曇,04,2歳未勝利,未勝利,14,2,2,49.8,8.0,3,吉村誠之,53.0,芝,1800,良,0:1:49.5,0.3,14-14,33.9,436,フォーキャンドルズ
12,202408050204,2024/10/06,京都,晴,04,2歳新馬,新馬,17,8,16,17.8,7.0,15,幸英明,55.0,芝,1400,良,0:1:23.6,2.3,17-17,34.9,436,インフローレ
