race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
202203030610,2022/11/20,福島,曇,10,五色沼特別,2勝クラス,16,4,8,128.2,13,13,荻野極,55,芝,1800,良,1:50.8,1.0,13-12-6-8,35.9,438,ウインピクシス
202206040209,2022/09/11,中山,晴,9,白井特別,2勝クラス,9,7,7,15.8,4,6,Ｍ．デム,55,芝,1800,良,1:48.7,0.9,8-8-5-4,35.3,440,エピファニー
202201010209,2022/07/24,札幌,曇,9,HTB賞,2勝クラス,15,8,15,54.3,11,10,菱田裕二,55,芝,2000,良,2:03.1,0.7,15-15-15-12,35.9,438,マジカルステージ
202202010909,2022/07/09,函館,曇,9,北斗特別,1勝クラス,7,5,5,7.9,4,1,横山武史,55,芝,2000,良,2:01.2,-0.4,5-5-4-2,36.1,436,(フローレスクイーン)
202203010207,2022/04/17,福島,晴,7,4歳以上1勝クラス,1勝クラス,16,4,8,43.2,12,6,丸山元気,55,芝,1800,良,1:50.2,0.2,12-11-3-3,37.1,444,トーセンメラニー
202210020207,2022/02/13,小倉,小雨,7,4歳以上1勝クラス,1勝クラス,15,1,1,34.6,13,11,泉谷楓真,54,芝,2000,稍,2:03.3,1.7,6-6-5-3,38.9,446,エンジェルサークル
202210010509,2022/01/29,小倉,晴,9,日田特別,1勝クラス,12,7,9,34.9,7,6,原田和真,55,芝,1800,良,1:49.0,0.8,10-8-9-7,34.5,442,フィアスプライド
202210010108,2022/01/15,小倉,晴,8,4歳以上1勝クラス,1勝クラス,16,7,13,106.3,12,6,原田和真,55,芝,1800,良,1:47.6,0.9,15-15-10-12,35.4,442,シャイニングフジ
202103020307,2021/11/13,福島,晴,7,3歳以上1勝クラス,1勝クラス,16,8,16,27.7,8,10,勝浦正樹,55,芝,1800,良,1:49.3,0.8,13-13-13-12,35.5,436,サンタグラシア
202105030312,2021/06/12,東京,晴,12,3歳以上1勝クラス,1勝クラス,16,8,15,18.5,8,8,戸崎圭太,55,ダート,1400,良,1:25.8,0.7,14-13,36.4,432,フクウン
202105020908,2021/05/22,東京,曇,8,4歳以上1勝クラス,1勝クラス,16,6,11,34.4,10,4,戸崎圭太,55,ダート,1400,稍,1:25.9,0.5,15-13,36.8,438,オメガドーヴィル
202105020307,2021/05/01,東京,晴,7,4歳以上1勝クラス,1勝クラス,12,8,12,12.3,6,6,戸崎圭太,55,ダート,1400,稍,1:26.3,1.0,8-7,37.4,438,サンキーウエスト
202110020110,2021/02/13,小倉,晴,10,唐戸特別,1勝クラス,10,4,4,11.8,5,8,菅原明良,54,芝,1800,良,1:49.4,0.6,9-10-3-3,35.6,434,ワールドスケール
202005050512,2020/11/21,東京,晴,12,3歳以上1勝クラス,1勝クラス,18,2,3,6.1,3,11,戸崎圭太,53,芝,1800,良,1:48.9,0.9,12-10-10,34.4,422,クールウォーター
202006040107,2020/09/12,中山,曇,7,3歳以上1勝クラス,1勝クラス,14,1,1,5.9,3,3,戸崎圭太,52,芝,1800,稍,1:48.8,0.6,13-12-12-8,35.7,420,トラストワージー
202005030408,2020/06/14,東京,雨,8,3歳以上1勝クラス,1勝クラス,14,3,3,8.1,4,10,Ｍ．デム,52,芝,1600,不,1:38.0,1.9,14-14,37.0,426,モデレイト
202006020711,2020/03/20,中山,晴,11,フラワーC(GIII),オープン,14,5,8,20.5,9,9,Ｍ．デム,54,芝,1800,良,1:49.3,1.1,13-13-12-6,36.6,432,アブレイズ
202006020109,2020/02/29,中山,晴,9,デイジー賞,1勝クラス,9,6,6,2.7,1,3,Ｍ．デム,54,芝,1800,良,1:49.0,0.1,8-5-3-3,35.2,430,ウインマイティー
202006010205,2020/01/06,中山,晴,5,3歳未勝利,未勝利,16,4,7,3.8,3,1,Ｍ．デム,54,芝,2000,良,2:02.2,-0.3,11-11-7-2,35.4,434,(スペースシップ)
201906050305,2019/12/07,中山,雨,5,2歳新馬,新馬,15,4,7,11.1,5,4,Ｍ．デム,54,芝,1800,稍,1:51.5,0.6,15-15-13-9,34.9,426,テルツェット
