,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202606020809,2026/03/22,中山,晴,09,鎌ケ谷特別,2勝クラス,16,2,3,218.4,13,9,柴田大知,58,ダート,1200,良,0:1:12.4,1.0,11-11,36.6,470,カネショウレジェン
1,202506050208,2025/12/07,中山,晴,08,3歳以上2勝クラス,2勝クラス,16,3,6,110.0,11,10,柴田大知,58,ダート,1200,良,0:1:11.8,0.8,15-15,36.5,470,アシャカトベ
2,202505041008,2025/11/01,東京,曇,08,3歳以上2勝クラス,2勝クラス,14,5,7,331.9,13,9,柴田大知,58,ダート,1400,重,0:1:23.9,0.8,10-10,35.9,470,ゲキザル
3,202505040212,2025/10/05,東京,曇,12,3歳以上2勝クラス,2勝クラス,16,4,8,172.9,16.0,12,荻野極,58.0,ダート,1600,良,0:1:39.0,1.5,12-11,37.1,468,ファリーザ
4,202401020610,2024/08/25,札幌,晴,10,WASJ第3戦,2勝クラス,13,8,13,9.8,6.0,8,ルメール,56.0,ダート,1700,良,0:1:47.6,1.0,3-3-3-3,39.0,470,ティアップリオン
5,202401020110,2024/08/10,札幌,晴,10,日高特別,2勝クラス,12,6,8,107.5,12.0,8,高杉吏麒,55.0,芝,1500,良,0:1:28.6,0.6,4-4-4,35.2,468,オーサムストローク
6,202401010310,2024/07/27,札幌,曇,10,摩周湖特別,2勝クラス,14,1,1,37.0,11.0,11,高杉吏麒,54.0,芝,1500,良,0:1:28.6,0.9,8-9-10,34.8,464,エマヌエーレ
7,202408030610,2024/05/05,京都,晴,10,橘S,オープン,10,1,1,59.3,10.0,8,角田大河,57.0,芝,1400,良,0:1:21.3,1.0,8-9,34.2,464,ガロンヌ
8,202406030511,2024/04/06,中山,曇,11,ニュージーランドT,オープン,16,5,9,136.1,14.0,14,原優介,57.0,芝,1600,稍重,0:1:35.6,1.2,12-11-15,35.7,466,エコロブルーム
9,202406020107,2024/02/24,中山,晴,07,3歳1勝クラス,1勝クラス,11,1,1,8.8,5.0,1,原優介,56.0,芝,1600,稍重,0:1:35.1,-0.1,1-1-1,35.6,466,(フォーザボーイズ)
10,202405010507,2024/02/10,東京,晴,07,3歳1勝クラス,1勝クラス,13,2,2,53.4,9.0,8,原優介,56.0,芝,1400,良,0:1:22.3,1.4,6-6,34.2,470,ソンシ
11,202405010104,2024/01/27,東京,晴,04,3歳1勝クラス,1勝クラス,14,1,1,26.1,6.0,14,原優介,56.0,ダート,1600,良,0:1:40.9,2.9,4-4,41.4,470,ソニックスター
12,202306050206,2023/12/03,中山,晴,06,,1勝クラス,13,7,11,6.2,3.0,4,菅原明良,56.0,ダート,1200,良,0:1:12.0,1.0,8-8,36.9,462,グランオルカ
13,202305050709,2023/11/25,東京,晴,09,,オープン,16,1,2,12.4,6.0,12,ドイル,56.0,ダート,1600,良,0:1:38.8,1.3,2-2,38.5,458,アマンテビアンコ
14,202305050201,2023/11/05,東京,曇,01,,未勝利,13,3,3,8.2,4.0,1,菅原明良,56.0,ダート,1600,良,0:1:37.7,-0.8,2-2,37.1,456,(スペイドアン)
15,202306040602,2023/09/23,中山,小雨,02,,未勝利,16,3,6,8.2,3.0,6,菅原明良,55.0,芝,1600,重,0:1:36.3,0.4,2-2-3,36.1,460,カフェグランデ
16,202304030801,2023/09/03,新潟,晴,01,,未勝利,15,3,5,5.1,2.0,8,戸崎圭太,55.0,芝,1400,良,0:1:24.0,1.5,6-6,36.4,458,ルージュスエルテ
17,202304030203,2023/08/13,新潟,晴,03,,未勝利,18,8,18,7.1,3.0,3,戸崎圭太,55.0,芝,1400,良,0:1:22.4,0.2,18-16,35.1,458,バロン
18,202305030206,2023/06/04,東京,晴,06,,新馬,9,1,1,19.5,5.0,6,原優介,53.0,芝,1400,稍重,0:1:23.0,0.7,8-8,35.3,458,バスターコール
