race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
,2022/04/30,高知,晴,3,ファーストキッス特別,,10,8,9,74.2,7.0,7,永森大智,56,ダート,1400,不,1:32.4,2.2,9-9-9-8,39.2,492,シンコーマーチャン
201905021012,2019/05/19,東京,晴,12,丹沢S(1600万下),,16,5,10,32.1,10.0,12,戸崎圭太,53,ダート,2100,良,2:13.1,1.5,15-15-15-14,37.4,502,カラクプア
201905020310,2019/04/27,東京,小雨,10,春光S(1600万下),,12,7,10,61.0,10.0,5,戸崎圭太,57,ダート,2100,稍,2:12.2,1.2,12-12-12-11,37.8,502,サノサマー
201906020710,2019/03/16,中山,曇,10,韓国馬事会杯(1600万下),,16,7,14,145.3,14.0,12,木幡巧也,57,ダート,1800,良,1:54.3,1.3,16-16-14-14,37.7,498,ゴライアス
201906020310,2019/03/02,中山,晴,10,上総S(1600万下),,14,3,3,152.8,12.0,6,木幡巧也,53,ダート,1800,稍,1:53.1,1.0,14-14-11-11,37.5,504,エイシンセラード
201905010710,2019/02/16,東京,晴,10,金蹄S(1600万下),,12,6,8,159.9,11.0,8,木幡巧也,57,ダート,2100,良,2:12.5,1.8,12-12-10-9,38.0,504,サトノティターン
201805050210,2018/11/04,東京,曇,10,晩秋S(1600万下),,11,6,6,130.0,10.0,6,柴田善臣,57,ダート,2100,良,2:12.8,1.1,8-7-3-5,37.7,500,ホーリーブレイズ
201805040510,2018/10/14,東京,晴,10,赤富士S(1600万下),,15,6,11,29.0,10.0,9,内田博幸,54,ダート,2100,稍,2:10.7,1.1,14-14-13-11,38.1,498,パルトネルラーフ
201806040912,2018/09/30,中山,雨,12,内房S(1600万下),,15,2,3,32.5,11.0,9,戸崎圭太,54,ダート,1800,不,1:51.1,1.2,15-15-13-13,36.1,500,サトノアッシュ
201804020610,2018/08/12,新潟,晴,10,柳都S(1600万下),,10,3,3,15.0,6.0,7,和田竜二,57,ダート,1800,良,1:53.1,2.1,10-9-8-8,38.5,500,ミッシングリンク
