,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202604010704,2026/05/23,新潟,晴,04,4歳以上障害OP,オープン,13,7,10,94.4,12,12,小坂忠士,59,障害,3290,稍重,0:3:45.4,9.9,7-5-8-11,13.7,500,コレペティトール
1,202608030104,2026/04/25,京都,晴,04,4歳以上障害OP,オープン,11,6,6,18.9,6,9,小坂忠士,59,障害,3170,良,0:3:40.7,5.2,1-1-2-6,13.9,510,ホークフィールド
2,202609020204,2026/03/29,阪神,晴,04,4歳以上障害未勝利,未勝利,14,2,2,18.4,7,1,小坂忠士,59,障害,2970,良,0:3:28.3,-0.2,1-1-1-1,14.0,508,(アナザーエース)
3,202610010904,2026/02/21,小倉,晴,04,4歳以上障害未勝利,未勝利,12,5,6,31.9,8,8,鷲頭虎太,57,障害,2860,良,0:3:18.2,5.0,9-8-8-9,13.9,508,コンバスチョン
4,202509050512,2025/12/20,阪神,曇,12,3歳以上2勝クラス,2勝クラス,16,5,10,180.1,14,9,古川吉洋,57,芝,1200,良,0:1:09.0,0.8,14-14,33.9,500,ブルーアイドガール
5,202508040609,2025/11/23,京都,晴,09,花見小路特別,2勝クラス,13,7,11,185.5,11,13,田口貫太,53,芝,1600,良,0:1:34.9,1.4,12-12,34.3,510,ダノンフェアレディ
6,202509030409,2025/06/15,阪神,晴,09,武庫川特別,2勝クラス,15,6,11,54.8,10.0,12,永島まな,55.0,芝,1200,稍重,0:1:10.7,1.2,12-13,35.5,494,レイピア
7,202404030611,2024/08/25,新潟,曇,11,新潟2歳S,オープン,11,6,7,44.7,8.0,10,丸山元気,55.0,芝,1600,良,0:1:35.5,1.3,2-2,35.5,480,トータルクラリティ
8,202410030709,2024/07/20,小倉,曇,09,ひまわり賞,オープン,18,4,8,6.1,2.0,1,永島まな,55.0,芝,1200,稍重,0:1:10.7,-0.2,14-9,35.3,476,(エイヨーアメジスト)
9,202410030205,2024/06/30,小倉,曇,05,2歳新馬,新馬,13,8,12,2.7,1.0,1,永島まな,53.0,芝,1200,稍重,0:1:11.8,-0.2,3-3,36.9,482,(レーニス)
