,式別,馬番,配当,人気
0,単勝,6,1250,4
1,複勝,6,200,4
2,複勝,9,110,2
3,複勝,8,110,1
4,枠連,5-6,500,3
5,馬連,6-9,1720,5
6,ワイド,6-9,500,7
7,ワイド,6-8,450,4
8,ワイド,8-9,150,1
9,馬単,6→9,4410,15
10,3連複,6-8-9,790,2
11,3連単,6→9→8,10060,27
