,式別,馬番,配当,人気
0,単勝,2,130,1
1,複勝,2,100,1
2,複勝,6,110,2
3,馬連,2-6,150,1
4,ワイド,2-6,110,1
5,ワイド,2-4,190,4
6,ワイド,4-6,210,5
7,馬単,2→6,200,1
8,3連複,2-4-6,330,2
9,3連単,2→6→4,650,2
